Ch2 tests
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
v,15,cs,692.0453486748681,d=1076.7572221869639
v,14,cs,758.855740941207,d=1011.2813670362742
v,17,cs,671.0262972390924,d=1108.1179495041652
v,13,cs,800.2684300205076,d=924.0544488169039
v,20,cs,656.3354176595093,d=1138.3046553709637
v,18,cs,661.372075372024,d=1135.3368560036783
v,24,cs,582.7542432805183,d=1165.5084865610365
v,21,cs,616.78987432721,d=1131.7112601285125
v,9,cs,1106.2344640265374,d=976.6942859176777
v,11,cs,895.8563179269687,d=963.1389919346788
v,12,cs,893.6286057497374,d=1008.4337184364008
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,16,cs,691.6414071751451,d=1119.8196694293993
v,10,cs,956.9497048440853,d=1033.921722005522
v,15,cs,694.7785655328544,d=1091.7458744912694
v,11,cs,956.6311556642452,d=970.0845197927049
v,12,cs,916.6080437308443,d=964.9128151522007
v,13,cs,851.6952938425383,d=1023.394261089471
v,17,cs,656.6377451268681,d=1140.3367214285806
v,20,cs,639.6404980028725,d=1142.9859482354645
v,14,cs,751.8006102078646,d=1016.1939719898514
v,21,cs,639.0346864173958,d=1115.2907689677968
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,15,cs,707.5065096627316,d=1040.7722125415037
v,14,cs,716.0195648442069,d=1060.7071332697749
v,13,cs,778.2061837348248,d=1041.0941724824343
v,17,cs,667.8405666858931,d=1112.1837497620102
v,19,cs,650.4778650583087,d=1080.6894958204107
v,12,cs,885.1697047333282,d=1026.253223905248
v,20,cs,627.970214214709,d=1146.6001496035929
v,18,cs,657.0161363761368,d=1110.694903096872
v,10,cs,988.7507591071717,d=1025.260237992837
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,14,cs,732.9926267794507,d=1056.371803841415
v,16,cs,689.838160191858,d=1101.8732983078164
v,15,cs,704.8287118770762,d=1050.7508821060114
v,12,cs,846.8185025660957,d=902.4030892413332
v,17,cs,671.0453101282355,d=1163.1559311705514
v,18,cs,662.8267839946424,d=1110.7837902706879
v,13,cs,782.8494949058269,d=1094.455224201134
v,10,cs,904.5379859332879,d=947.2507798763467
v,19,cs,634.1525759547943,d=1108.6685495874117
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,16,cs,706.6180978279585,d=1090.821102151488
v,13,cs,797.5327915417403,d=1082.2433425562165
v,17,cs,673.4644498728962,d=1143.3646382778431
v,10,cs,947.3798433406232,d=934.9579210817145
v,14,cs,724.3531082754469,d=1105.5479295114806
v,9,cs,1039.3327048829178,d=961.3726127838156
v,20,cs,643.8676826521726,d=1088.1496955437794
v,21,cs,638.1388613584063,d=1158.4598289573005
v,15,cs,709.1079213331866,d=1079.7282144605595
v,19,cs,647.3185493721573,d=1126.346416602435
v,12,cs,882.0622302421602,d=1013.0149855490007
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,15,cs,717.0285186242484,d=1151.2087204878765
v,18,cs,646.4644421957545,d=1113.7016046526485
v,21,cs,642.5819693225997,d=1079.891572627437
v,13,cs,812.960833488011,d=1062.0254605415048
v,9,cs,1010.4958321786528,d=920.2906947265991
v,11,cs,942.5807596575721,d=1050.8139860643137
v,24,cs,582.7542432805183,d=1165.5084865610365
v,12,cs,814.3046736922486,d=1019.8557347776978
v,17,cs,664.5688788265171,d=1119.0397842449966
v,16,cs,709.8771176608807,d=1025.0137993234403
v,14,cs,739.3819502838403,d=1121.9618817409512
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,14,cs,741.8039051502557,d=1102.9819350311946
v,15,cs,705.0529361315046,d=1102.106220543068
v,11,cs,873.7121324138966,d=1027.7866465232266
v,16,cs,695.7148615470636,d=1115.4035088142293
v,13,cs,798.472285627648,d=1032.983679211169
v,12,cs,861.2182207798087,d=919.4741513219154
v,20,cs,620.8414359309253,d=1118.1172910699847
v,23,cs,609.9658027098986,d=1138.3636346729334
v,19,cs,650.68167938519,d=1118.0163290116502
v,17,cs,682.4742881527586,d=1076.9106595576836
v,18,cs,653.069550600408,d=1094.7029619793473
v,10,cs,1099.3612735266645,d=997.1426786768914
./data/P-n22-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 603),
v,15,cs,722.6706585403559,d=1083.2405055306172
v,14,cs,762.8312384195649,d=1048.5657998803563
v,13,cs,773.1010572559171,d=1011.0639618244049
v,16,cs,708.6466804020258,d=1068.6992829350338
v,11,cs,930.0587010837394,d=1057.052777445368
v,17,cs,671.4213401960648,d=1116.533039947147
v,20,cs,605.856530634265,d=1144.664572932848
v,10,cs,935.6993346826681,d=941.1921730703241
v,12,cs,845.1129171961966,d=994.1998441581101
v,19,cs,670.0261572711278,d=1056.7965845288338
Grand front,P-n22-k8.vrp,n,14,obj0Max,24.0,obj0Min,9.0,obj1Max,1010.4958321786528,obj1Min,582.7542432805183
V,13,CS,771.5916954506265
V,16,CS,681.7711312246773
V,15,CS,692.0453486748681
V,24,CS,582.7542432805183
V,17,CS,656.6377451268681
V,14,CS,716.0195648442069
V,10,CS,904.5379859332879
V,19,CS,634.1525759547943
V,18,CS,646.4644421957545
V,9,CS,1010.4958321786528
V,24,CS,582.7542432805183
V,12,CS,814.3046736922486
V,11,CS,873.7121324138966
V,20,CS,605.856530634265
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,16,cs,655.1433627041012,d=964.3441043174131
v,19,cs,628.8778631677375,d=993.2752297048569
v,15,cs,696.7734316781261,d=916.4897343432051
v,18,cs,632.2224970395076,d=956.5220162858843
v,12,cs,912.1502371634848,d=825.6455735217404
v,22,cs,603.3543001019975,d=1037.709548999796
v,13,cs,774.1372260676604,d=848.8874548865973
v,14,cs,739.8236986913266,d=889.7172025240693
v,23,cs,549.2600058530978,d=1098.5200117061956
v,21,cs,605.5215613668367,d=1007.513216360391
v,20,cs,626.0458634689592,d=998.9040830204349
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,16,cs,659.4033202028393,d=959.8327298391048
v,14,cs,755.3914771579825,d=941.9556248575273
v,17,cs,646.7035390576026,d=976.4738692042595
v,21,cs,621.9242412256806,d=1042.5558359607696
v,15,cs,713.3753585415767,d=893.7023566985863
v,19,cs,642.6847828497329,d=985.7284162871156
v,11,cs,893.9351841273449,d=739.2129465204223
v,10,cs,1001.7216503184163,d=786.6941238562962
v,23,cs,580.6165133877198,d=1045.3443631846574
v,20,cs,630.1710078767558,d=1006.4634259538489
v,13,cs,765.7277480417611,d=875.3664262137652
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,15,cs,688.5822073582231,d=933.4176248585377
v,14,cs,690.1634972084169,d=904.1350730403478
v,16,cs,655.4705965254951,d=983.0621603171836
v,21,cs,600.6165133877198,d=1046.9591083432151
v,19,cs,610.5270275921214,d=1021.7183123613801
v,26,cs,549.2600058530978,d=1098.5200117061956
v,12,cs,922.0383437859982,d=825.7341231399108
v,18,cs,635.4343659396404,d=1001.3394825853072
v,23,cs,575.0713941539399,d=1051.2634701920447
v,13,cs,800.4688354276032,d=800.542656428799
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,13,cs,742.5414329383733,d=890.8214497178421
v,14,cs,674.9068165683477,d=941.2973760645923
v,23,cs,549.2600058530978,d=1098.5200117061956
v,22,cs,597.2167599668851,d=1046.2306584919172
v,19,cs,601.0054327221817,d=1036.6786809494802
v,17,cs,647.7930841845404,d=973.4454462685901
v,21,cs,599.3301776769847,d=1006.0012433901144
v,10,cs,931.0053023617229,d=827.6402614629418
v,9,cs,974.3837957785668,d=772.9207752588966
v,12,cs,857.3062510833847,d=805.0558604979335
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,15,cs,677.0869328744769,d=902.8789438150455
v,16,cs,663.3782568768622,d=994.7644304450097
v,25,cs,549.2600058530978,d=1098.5200117061956
v,20,cs,606.6055821373734,d=1019.4208900569106
v,23,cs,603.7033061489501,d=1019.1666651148961
v,14,cs,724.8190068424045,d=839.4163856542041
v,10,cs,914.0710256194978,d=832.5195812615843
v,12,cs,797.922090189312,d=829.5809338256239
v,18,cs,641.2515365406675,d=944.7285342174009
v,19,cs,612.1375936576351,d=1015.1019653115302
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,15,cs,675.6903794536368,d=915.0275710875512
v,17,cs,626.4310820358015,d=1011.2199738665087
v,10,cs,863.4032959442395,d=777.7892007272823
v,14,cs,711.4756155177289,d=897.1917529116242
v,16,cs,674.0794048944367,d=956.5533393706563
v,25,cs,549.2600058530978,d=1098.5200117061956
v,23,cs,583.3243159774354,d=1064.513118282492
v,19,cs,591.0054327221819,d=1022.020793069656
v,22,cs,587.4741050884952,d=1041.6530571219091
v,13,cs,761.4275785710375,d=891.2473616443856
v,12,cs,850.3371618320627,d=806.549532590479
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,19,cs,621.4944225231773,d=1023.166779655866
v,15,cs,685.4539148959279,d=923.9942879852218
v,13,cs,776.6399738840524,d=810.2236993290342
v,17,cs,643.2256224849,d=991.3028208198704
v,21,cs,599.7574236106154,d=1031.5471096015472
v,20,cs,612.0506309046201,d=998.2440124345794
v,16,cs,681.4816278041048,d=986.295722679246
v,12,cs,896.4834307264151,d=791.9582192734458
v,10,cs,922.6398104759562,d=822.4466752942602
v,14,cs,741.1726007966195,d=893.6581200582639
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,15,cs,698.751446645748,d=959.946835777607
v,14,cs,721.553759781312,d=936.3179889383697
v,17,cs,641.8414259479268,d=986.7720974027216
v,16,cs,673.2737536662174,d=998.1870145715463
v,25,cs,549.2600058530978,d=1098.5200117061956
v,23,cs,581.3224449368607,d=1048.049451631957
v,22,cs,610.2705081592323,d=1015.585308455788
v,12,cs,892.702219010679,d=773.5765762849278
v,13,cs,763.8691868101785,d=801.6870699016448
v,19,cs,618.4979011301238,d=967.4210472342872
v,25,cs,549.2600058530978,d=1098.5200117061956
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,15,cs,689.9207188776854,d=948.2488286705693
v,17,cs,656.0975252506703,d=959.1424538553839
v,18,cs,650.0925204068473,d=980.5624433672735
v,16,cs,678.061404391645,d=977.7308690291989
v,12,cs,807.4242873194243,d=875.2094301121066
v,19,cs,625.6154817359053,d=991.1070507000161
v,23,cs,577.112988732732,d=1061.2586072118984
v,21,cs,612.1310969835455,d=1039.2866313129155
v,13,cs,749.1459493998341,d=884.2553927935338
v,14,cs,709.5729030144947,d=931.1201551656927
./data/P-n23-k8.vrp,COMMENT : (Augerat et al, No of trucks: 8, Best value: 554),
v,15,cs,701.5212364392189,d=913.9676682023954
v,13,cs,724.9839176938345,d=846.3585351499635
v,10,cs,859.4754310168737,d=709.6975765760798
v,20,cs,612.7969658272251,d=1009.1553575020993
v,16,cs,673.8866823810075,d=913.1552274726627
v,19,cs,627.8834315717539,d=1043.521124376781
v,14,cs,713.1678204235462,d=935.2735434573063
v,17,cs,642.5755688569036,d=968.1334058624279
v,21,cs,595.1751653880929,d=1029.2032852913558
Grand front,P-n23-k8.vrp,n,11,obj0Max,23.0,obj0Min,9.0,obj1Max,974.3837957785668,obj1Min,549.2600058530978
V,16,CS,655.1433627041012
V,23,CS,549.2600058530978
V,14,CS,674.9068165683477
V,23,CS,549.2600058530978
V,9,CS,974.3837957785668
V,12,CS,797.922090189312
V,17,CS,626.4310820358015
V,19,CS,591.0054327221819
V,22,CS,587.4741050884952
V,13,CS,724.9839176938345
V,10,CS,859.4754310168737
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,11,cs,2706.0954854994006,d=1379.7399794997714
v,32,cs,1212.3992430646197,d=1715.3945978568408
v,20,cs,1467.5971229657403,d=1612.486153076824
v,24,cs,1367.0155820524672,d=1630.9440683010603
v,16,cs,1615.033853556595,d=1431.8829501646471
v,15,cs,1746.2240099250585,d=1356.9770433155702
v,14,cs,1910.1177590832592,d=1539.303890319146
v,30,cs,1220.66492755144,d=1780.7692085052477
v,21,cs,1409.9075153554736,d=1651.8983133580894
v,19,cs,1552.560046234267,d=1519.8652257138579
v,23,cs,1372.6065344348049,d=1554.3874597015683
v,25,cs,1266.0419114187653,d=1651.7839682716228
v,5,cs,4301.028100152188,d=1355.6679980484926
v,12,cs,2191.1169046422065,d=1416.687648824856
v,9,cs,2843.034111990634,d=1410.4751590466421
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,20,cs,1496.3592055531071,d=1617.6515887368432
v,5,cs,4438.870131602848,d=1259.6500171035837
v,8,cs,3356.558945355558,d=1270.1684875842916
v,17,cs,1688.6789605439271,d=1562.5838031981136
v,24,cs,1322.3426722908455,d=1701.6704522284847
v,12,cs,2385.339214254683,d=1418.253804353023
v,14,cs,1972.8437806608122,d=1466.389177247527
v,13,cs,2105.956973115607,d=1363.4668454891848
v,11,cs,2583.363177167155,d=1459.4392720948383
v,15,cs,1967.4481229395046,d=1449.9343954954427
v,19,cs,1547.5276847182142,d=1525.0133898711845
v,16,cs,1832.4421128720044,d=1462.4406936835521
v,29,cs,1197.3634455464312,d=1741.577504254899
v,26,cs,1222.343216378864,d=1631.3740969583782
v,18,cs,1606.0826824617893,d=1568.4705511314532
v,21,cs,1422.2894538551902,d=1600.0477556132143
v,25,cs,1309.2911455573749,d=1551.5979866429993
v,23,cs,1366.0815892178034,d=1633.2682268763892
v,40,cs,930.9078870470053,d=1861.8157740940105
v,33,cs,1125.9218286010637,d=1777.197420279047
v,34,cs,1062.9590896898028,d=1772.828197674761
v,35,cs,1039.3827291067405,d=1827.6250906585196
v,30,cs,1145.3834806613377,d=1728.0409823668058
v,31,cs,1136.2591537080395,d=1720.7762009478056
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,18,cs,1639.7929233485809,d=1614.566154677973
v,34,cs,1077.655658504428,d=1752.0505630929872
v,10,cs,2958.021651148262,d=1398.8962384264253
v,9,cs,3712.3578309744285,d=1264.5727044520838
v,11,cs,2673.3221317859047,d=1488.6770388129826
v,16,cs,1795.8253940017237,d=1581.5537802941342
v,21,cs,1412.6376124700596,d=1552.0152988881484
v,31,cs,1148.2051150995867,d=1755.387887906772
v,24,cs,1352.9196412522429,d=1581.8611221340404
v,28,cs,1156.7344877545997,d=1663.1475505410792
v,19,cs,1598.7445619632513,d=1485.8560980574189
v,12,cs,2215.216340178489,d=1536.6100510574213
v,20,cs,1484.8762638352175,d=1563.397169250741
v,15,cs,1910.6760400656474,d=1509.4164249915934
v,23,cs,1369.100863470897,d=1680.118404493586
v,25,cs,1263.1875004901233,d=1650.4739050092996
v,27,cs,1221.020055872132,d=1586.8257843121235
v,17,cs,1694.8657774807336,d=1565.1312282752365
v,14,cs,1961.002382494521,d=1536.1095211149
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,25,cs,1247.2834330941505,d=1724.168122026179
v,17,cs,1688.4404291464887,d=1573.0889104669338
v,18,cs,1601.4522513413012,d=1500.2384203774416
v,29,cs,1172.6692813849254,d=1715.5607076907818
v,13,cs,2161.153939033244,d=1490.1865359435326
v,19,cs,1552.8814819897605,d=1573.6019754510762
v,23,cs,1376.5723859372554,d=1539.9576375725944
v,22,cs,1403.27628713083,d=1644.7043126742647
v,24,cs,1325.6484858483523,d=1573.1166797742942
v,28,cs,1242.0830409877244,d=1720.2538323389822
v,8,cs,3499.3671450132215,d=1393.6300922526252
v,10,cs,2742.680904130294,d=1480.795376731796
v,11,cs,2464.086846659014,d=1376.598626472101
v,20,cs,1445.5547779405947,d=1573.6390724445325
v,14,cs,1894.3299993777446,d=1445.7133325435288
v,16,cs,1808.2857230484374,d=1571.0911761859425
v,30,cs,1153.8678736645431,d=1682.6864215804794
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,28,cs,1257.0039683576292,d=1743.028845946944
v,14,cs,2009.0890623072887,d=1431.5529196194764
v,27,cs,1304.219191648509,d=1666.137337159154
v,5,cs,4304.35250652289,d=1373.9049754727669
v,17,cs,1695.9414576206946,d=1558.7315990547045
v,21,cs,1435.527796161004,d=1606.8327942505302
v,31,cs,1236.6672481656287,d=1669.8487037416946
v,29,cs,1245.6468089913164,d=1733.3605888140014
v,18,cs,1490.4219132119201,d=1477.301739758405
v,9,cs,3157.91805868972,d=1368.6174986369379
v,10,cs,2966.953580764428,d=1436.7072795730558
v,11,cs,2265.209932930111,d=1380.326593241315
v,22,cs,1370.6491564303014,d=1645.6298779592778
v,15,cs,1809.8608203907643,d=1409.9255227958133
v,16,cs,1795.3122162751451,d=1529.7889280889233
v,13,cs,2140.1307920608233,d=1512.2073583272459
v,23,cs,1353.7092673501334,d=1585.4465930048125
v,24,cs,1326.8828015629088,d=1630.2780491881108
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,20,cs,1461.7296507406113,d=1623.2439787806381
v,11,cs,2829.8956890670875,d=1445.6692066680814
v,29,cs,1181.3343095870503,d=1726.6083756425771
v,26,cs,1256.1582046122514,d=1728.0106065029065
v,14,cs,2098.5081795999167,d=1464.434980975607
v,12,cs,2571.5581886107966,d=1470.1707957546826
v,21,cs,1449.1201719722942,d=1566.174346224438
v,30,cs,1151.7728196192465,d=1683.7257010444496
v,24,cs,1313.6523488115633,d=1653.4280459427493
v,25,cs,1301.8875693889017,d=1657.0323497382192
v,15,cs,1822.0279571255178,d=1418.3910931141133
v,40,cs,930.9078870470053,d=1861.8157740940105
v,34,cs,1046.214398281396,d=1789.4486030135104
v,32,cs,1085.8412513659098,d=1702.074555735958
v,28,cs,1200.3102255459116,d=1646.2708149200803
v,22,cs,1402.9268796185258,d=1647.6290521625476
v,23,cs,1326.5600431803427,d=1570.0613941630104
v,17,cs,1693.43739546814,d=1553.6342772259663
v,13,cs,2285.6748601175736,d=1382.4512057268676
v,18,cs,1510.8989153652576,d=1569.768720620928
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,23,cs,1367.3065576551905,d=1541.015878969716
v,26,cs,1236.384461396709,d=1656.4525614701574
v,24,cs,1322.172073868851,d=1645.5135978642643
v,19,cs,1496.691374858248,d=1659.0977688386592
v,17,cs,1804.4589832903011,d=1530.0888380663648
v,9,cs,2857.3652310047837,d=1480.7092976983886
v,11,cs,2646.4116086216313,d=1424.9689094424848
v,15,cs,1942.6224716343777,d=1363.2134020784024
v,29,cs,1187.5141082187472,d=1654.1999661028758
v,32,cs,1081.302906971005,d=1782.539421209623
v,31,cs,1154.0397449913535,d=1709.8775235250143
v,30,cs,1185.9973462848252,d=1638.8538093338852
v,28,cs,1197.0613436138044,d=1664.4811129180086
v,25,cs,1265.3492550580984,d=1692.797252116683
v,16,cs,1875.8803446040083,d=1462.5781018518358
v,14,cs,2010.7732872387182,d=1478.267472005906
v,21,cs,1453.5850922655975,d=1651.3206722307864
v,18,cs,1610.513557066884,d=1555.5836741669614
v,13,cs,2146.4199089526396,d=1369.2636459587866
v,22,cs,1382.0997355047768,d=1560.3259001499105
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,19,cs,1537.846369361756,d=1512.8419013474174
v,13,cs,2131.249916684941,d=1258.921790988
v,17,cs,1610.3980371920654,d=1475.9498374410193
v,18,cs,1587.269326743701,d=1570.6961920052343
v,32,cs,1152.8377055617311,d=1807.8637585749816
v,33,cs,1130.911324251316,d=1798.4086066741556
v,29,cs,1206.1980462266513,d=1734.018962576818
v,30,cs,1162.9975230170571,d=1669.7928626448195
v,26,cs,1272.7253083875669,d=1688.6250990156443
v,20,cs,1467.9761027777706,d=1487.0649422772442
v,24,cs,1315.422193181731,d=1592.4305366569893
v,22,cs,1383.1618348135273,d=1582.4693291065732
v,15,cs,1793.4086946623988,d=1470.2949710225435
v,27,cs,1234.6521997838381,d=1665.8158628954357
v,23,cs,1327.3193346916055,d=1576.5218770154793
v,21,cs,1434.8979415646588,d=1574.7944172950706
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,23,cs,1342.3513741177194,d=1680.0687097652758
v,17,cs,1702.9947105896774,d=1537.8047854778245
v,19,cs,1567.4682098862859,d=1512.462819619162
v,26,cs,1227.588910348659,d=1721.8059413993403
v,29,cs,1191.3282663238924,d=1713.5161418709415
v,5,cs,4189.019259925826,d=1252.9521413579898
v,22,cs,1405.8489225555447,d=1606.2186517798261
v,21,cs,1451.2842773330071,d=1603.6619333290414
v,30,cs,1108.4378946172428,d=1733.017744138101
v,28,cs,1217.2898202576275,d=1781.5531182479397
v,25,cs,1271.3624121423773,d=1651.3885251789616
v,24,cs,1308.353218592687,d=1610.212455205555
v,18,cs,1654.5536543240657,d=1545.3512283414502
v,20,cs,1494.3923209560112,d=1497.2667526763196
v,15,cs,1882.8887478589184,d=1492.1736129316564
v,14,cs,2017.6805497888513,d=1490.6043403872245
v,7,cs,3333.1914810171984,d=1430.6982788945115
v,10,cs,2897.3426533672823,d=1327.6535426121454
v,12,cs,2174.9806147975983,d=1435.6447223700839
v,16,cs,1754.8613482852963,d=1467.468020766044
v,11,cs,2493.041927723037,d=1466.958731625449
./data/P-n40-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 458),
v,17,cs,1540.6234910669277,d=1420.4905664091395
v,10,cs,3295.2170456624885,d=1386.6872422946508
v,21,cs,1492.8393599961544,d=1534.7104999082032
v,24,cs,1344.0693753796677,d=1655.158761491329
v,11,cs,2682.647613701142,d=1364.105858219998
v,16,cs,1760.8032087858137,d=1567.4128101879066
v,14,cs,2091.3040098266692,d=1601.431518099113
v,20,cs,1505.8155436329773,d=1595.6724148838364
v,40,cs,930.9078870470053,d=1861.8157740940105
v,33,cs,1092.3752738420976,d=1740.672888910335
v,30,cs,1136.0736782652255,d=1693.7910757802103
v,28,cs,1199.541016124573,d=1660.0022290689942
v,27,cs,1231.3289841054138,d=1571.056448040901
v,15,cs,1956.4480847842626,d=1438.4608758506483
v,25,cs,1242.7358720609136,d=1691.6226964218397
v,22,cs,1386.1723313047637,d=1568.6327425680463
v,23,cs,1376.7679677994947,d=1526.668990298675
v,12,cs,2397.6465740975464,d=1384.8597475199822
v,13,cs,2191.852514270545,d=1441.456757936476
Grand front,P-n40-k5.vrp,n,28,obj0Max,40.0,obj0Min,5.0,obj1Max,4189.019259925826,obj1Min,930.9078870470053
V,16,CS,1615.033853556595
V,15,CS,1746.2240099250585
V,21,CS,1409.9075153554736
V,9,CS,2843.034111990634
V,13,CS,2105.956973115607
V,26,CS,1222.343216378864
V,40,CS,930.9078870470053
V,35,CS,1039.3827291067405
V,28,CS,1156.7344877545997
V,27,CS,1221.020055872132
V,10,CS,2742.680904130294
V,20,CS,1445.5547779405947
V,14,CS,1894.3299993777446
V,18,CS,1490.4219132119201
V,11,CS,2265.209932930111
V,22,CS,1370.6491564303014
V,40,CS,930.9078870470053
V,34,CS,1046.214398281396
V,23,CS,1326.5600431803427
V,32,CS,1081.302906971005
V,5,CS,4189.019259925826
V,30,CS,1108.4378946172428
V,24,CS,1308.353218592687
V,7,CS,3333.1914810171984
V,12,CS,2174.9806147975983
V,17,CS,1540.6234910669277
V,40,CS,930.9078870470053
V,25,CS,1242.7358720609136
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,16,cs,2411.2184982255344,d=1585.5556088473822
v,19,cs,1998.871333419671,d=1887.2886939005325
v,10,cs,3727.97418023736,d=1732.5394822451362
v,5,cs,5356.45171065353,d=1446.9139790834674
v,20,cs,1940.2992214406781,d=1749.6918929197825
v,38,cs,1232.649585143394,d=2078.4240189083225
v,41,cs,1192.1368750170568,d=2168.071136655764
v,33,cs,1345.8946370868994,d=2056.747632225696
v,31,cs,1444.351286475311,d=2009.1769030893597
v,23,cs,1726.3480867652938,d=1973.6362293736092
v,21,cs,1906.5069151205983,d=1886.3143763375717
v,45,cs,1094.565650476339,d=2189.131300952678
v,35,cs,1335.1716852148716,d=2046.6067500760173
v,32,cs,1413.5001942393292,d=2063.4034228549663
v,30,cs,1454.9498346683083,d=1947.4973587490665
v,28,cs,1496.7521793357948,d=1955.5071257364011
v,12,cs,2956.1490333270954,d=1572.8277507243226
v,14,cs,2749.388853452727,d=1740.6322631764926
v,15,cs,2484.7977121800814,d=1703.038260900748
v,17,cs,2115.2253315933444,d=1688.9643595632942
v,25,cs,1633.549668686309,d=1894.0128939767233
v,22,cs,1836.741847551749,d=1949.4157443591898
v,27,cs,1579.0043989108435,d=1881.5521340504902
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,22,cs,1795.769987959067,d=1826.8724909208213
v,37,cs,1304.382097703034,d=2044.3441499072587
v,34,cs,1375.4209272356009,d=1945.3696526567326
v,17,cs,2188.536772511378,d=1756.3519792323345
v,21,cs,1872.3126908179177,d=1910.18104736998
v,25,cs,1616.1387446405295,d=1880.5491296069335
v,18,cs,2056.4250724242243,d=1755.388399189379
v,24,cs,1654.614457179117,d=1949.2632907539164
v,27,cs,1527.3512502501374,d=1991.7964937174434
v,11,cs,3085.0436884465225,d=1598.768532537201
v,16,cs,2628.479855514411,d=1832.3954502245863
v,26,cs,1611.5883825729957,d=1889.8076176157595
v,20,cs,2002.5879783946154,d=1876.7690737837354
v,30,cs,1471.8993472772931,d=1961.3834540322136
v,33,cs,1469.582763370659,d=2002.3364165369444
v,23,cs,1716.3410661407186,d=1878.94084812358
v,29,cs,1474.6666382317987,d=1906.2867630263863
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,22,cs,1804.5117930120814,d=1828.6347226039227
v,21,cs,1837.5324963318874,d=1695.3309416716456
v,24,cs,1692.2596477199513,d=1881.2075495793365
v,19,cs,2038.4450244072586,d=1922.2915909634846
v,18,cs,2161.199611532316,d=1821.6574647649077
v,23,cs,1721.8382018724571,d=1826.4374363391898
v,5,cs,5328.716369538838,d=1461.679241958006
v,8,cs,4287.658828465696,d=1646.5854748766174
v,17,cs,2228.5827127191014,d=1673.2948764206403
v,20,cs,2033.0065886123555,d=1778.258254863577
v,27,cs,1564.7948811570568,d=1937.6210384228832
v,11,cs,3065.1819013103764,d=1718.4610698782924
v,14,cs,2764.145662385263,d=1696.1357566947163
v,12,cs,2995.289798970644,d=1657.2614246282837
v,9,cs,3710.0944293761527,d=1715.3824469226063
v,16,cs,2316.0494361961337,d=1733.3642872173798
v,13,cs,2865.081188732511,d=1621.8920790188433
v,15,cs,2681.1946786019475,d=1695.6066573008188
v,30,cs,1446.413470847996,d=1929.7765484275876
v,26,cs,1643.5951602513726,d=1915.0167376872007
v,45,cs,1094.5656504763385,d=2189.131300952677
v,42,cs,1163.1804631247908,d=2184.2348323031433
v,41,cs,1212.6746494602316,d=2156.1006173072274
v,35,cs,1304.6083606643424,d=2081.694980909578
v,34,cs,1370.2985444424803,d=2032.4170313201896
v,33,cs,1385.2979935693584,d=2005.2682198937405
v,28,cs,1538.767815639735,d=1942.1956878601015
