Dimensions,9,,,,,,,,,,,,,,,,,,
Normalised,5,,,,,,,,,,,,,,,,,,
Evals,1000000,,,,,,,,,,,,,,,,,,
key,dist,emissions,byMD,MDs in use,Time,WalkDels,CycleDels,EvanDels,fixed cost,running cost,actual emissions,actual byMd,Actual MDs in use,Actual Time,Actual WalkDels,Actual CycleDels,Actual EvanDels,Actual fixed cost,Actual running cost
2:4:2:5:2:1:3:5:5,1,2,4,2,5,2,1,3,5,5,0.382564243,0.88,0.228571429,1,0.32,0.04,0.52,0.91,1
2:4:1:4:2:1:3:3:3,0.355399076,2,4,1,4,2,1,3,3,3,0.265607162,0.88,0.114285714,0.774846037,0.24,1.00E-05,0.64,0.57,0.644954732
2:4:1:1:1:4:1:1:3,0.237468389,2,4,1,1,1,4,1,1,3,0.365037781,0.68,0.057142857,0.153383708,1.00E-05,0.68,1.00E-05,0.14,0.51530373
2:5:1:2:1:1:5:3:5,0.499053854,2,5,1,2,1,1,5,3,5,0.329524728,0.92,0.085714286,0.267414143,1.00E-05,1.00E-05,0.92,0.55,0.88519839
2:4:1:3:1:1:3:2:5,0.498016635,2,4,1,3,1,1,3,2,5,0.383850862,0.72,0.085714286,0.530677885,0.12,1.00E-05,0.6,0.41,0.881551726
2:5:1:3:1:3:2:2:5,0.653368521,2,5,1,3,1,3,2,2,5,0.405849175,0.96,0.142857143,0.501013902,1.00E-05,0.6,0.36,0.33,0.936853074
1:5:1:5:1:3:3:3:4,0.471899388,1,5,1,5,1,3,3,3,4,0.113757355,1,0.085714286,0.928830197,0.04,0.48,0.48,0.45,0.677726836
3:4:1:2:1:1:4:2:5,0.484848947,3,4,1,2,1,1,4,2,5,0.451195699,0.72,0.057142857,0.339323348,1.00E-05,1.00E-05,0.72,0.4,0.90429867
2:5:1:5:1:2:4:4:4,0.503190322,2,5,1,5,1,2,4,4,4,0.229235742,1,0.114285714,1,0.04,0.24,0.72,0.73,0.787194159
2:4:1:3:1:1:3:4:5,0.552132923,2,4,1,3,1,1,3,4,5,0.311880235,0.8,0.114285714,0.449988267,0.16,0.08,0.56,0.73,0.900845854
2:3:1:4:1:2:1:1:2,0.150101613,2,3,1,4,1,2,1,1,2,0.333088475,0.48,0.057142857,0.681996979,0.08,0.4,1.00E-05,0.13,0.422883149
1:4:1:2:1:3:2:3:4,0.452890717,1,4,1,2,1,3,2,3,4,0.205553191,0.8,0.142857143,0.315639718,0.04,0.48,0.28,0.47,0.664835652
3:4:1:4:1:1:2:5:5,0.71294284,3,4,1,4,1,1,2,5,5,0.454734516,0.72,0.142857143,0.875711174,0.2,0.08,0.44,0.92,1
1:4:1:2:1:2:2:3:3,0.371820002,1,4,1,2,1,2,2,3,3,0.205553191,0.8,0.142857143,0.315639718,0.04,0.4,0.36,0.45,0.598171977
2:5:1:5:3:1:2:2:5,0.671006559,2,5,1,5,3,1,2,2,5,0.274718033,0.96,0.114285714,1,0.48,0.08,0.4,0.32,0.890244336
1:5:1:4:1:5:1:1:3,0.484174593,1,5,1,4,1,5,1,1,3,0.188277322,0.96,0.085714286,0.752004552,0.04,0.92,1.00E-05,0.21,0.64279143
2:5:2:2:1:2:3:3:5,0.62545114,2,5,2,2,1,2,3,3,5,0.379996279,0.92,0.228571429,0.370979968,0.12,0.28,0.52,0.63,0.993701262
1:4:1:3:1:3:2:3:3,0.334142413,1,4,1,3,1,3,2,3,3,0.177822648,0.88,0.085714286,0.615450423,0.08,0.48,0.32,0.45,0.545136588
3:4:1:4:1:1:3:5:5,0.626807453,3,4,1,4,1,1,3,5,5,0.454734516,0.72,0.142857143,0.875711174,0.2,0.04,0.48,0.9,1
1:5:1:5:2:2:3:2:4,0.433980715,1,5,1,5,2,2,3,2,4,0.20629255,1,0.114285714,1,0.24,0.28,0.48,0.43,0.704411136
1:5:1:4:1:1:3:2:3,0.367937461,1,5,1,4,1,1,3,2,3,0.184879479,0.92,0.085714286,0.843744002,0.12,0.2,0.6,0.43,0.631749057
2:3:1:4:1:1:2:4:4,0.519572042,2,3,1,4,1,1,2,4,4,0.401122534,0.64,0.114285714,0.839969853,0.2,0.04,0.4,0.74,0.87633174
1:4:1:5:2:2:2:2:4,0.452963629,1,4,1,5,2,2,2,2,4,0.216880219,0.84,0.057142857,1,0.28,0.24,0.32,0.29,0.693746591
2:3:1:3:2:2:1:1:2,0.199620371,2,3,1,3,2,2,1,1,2,0.275073446,0.48,0.057142857,0.526919028,0.24,0.24,1.00E-05,0.14,0.437204548
2:4:2:5:1:1:3:4:5,0.74512412,2,4,2,5,1,1,3,4,5,0.324138276,0.88,0.228571429,1,0.2,0.2,0.48,0.8,1
2:5:1:5:1:1:5:2:4,0.372813808,2,5,1,5,1,1,5,2,4,0.221684941,0.96,0.057142857,1,0.04,1.00E-05,0.92,0.41,0.665114934
2:5:1:3:1:5:1:3:4,0.496527776,2,5,1,3,1,5,1,3,4,0.285822827,1,0.142857143,0.456120538,1.00E-05,0.92,0.08,0.46,0.764019565
1:4:1:5:1:2:2:3:5,0.660391389,1,4,1,5,1,2,2,3,5,0.208902994,0.88,0.057142857,1,0.16,0.44,0.28,0.48,0.880752418
2:2:1:4:1:1:1:1:2,0.172225303,2,2,1,4,1,1,1,1,2,0.305426532,0.24,0.057142857,0.67094602,0.08,0.16,1.00E-05,0.13,0.428410406
1:5:1:5:1:2:4:4:4,0.466325928,1,5,1,5,1,2,4,4,4,0.176405411,1,0.085714286,0.914942111,0.04,0.24,0.72,0.73,0.744647562
3:3:1:2:1:2:1:1:4,0.363490125,3,3,1,2,1,2,1,1,4,0.476564077,0.48,0.085714286,0.338162642,0.08,0.4,1.00E-05,0.15,0.681335898
2:5:1:5:3:2:2:2:4,0.615737491,2,5,1,5,3,2,2,2,4,0.240695901,1,0.114285714,1,0.52,0.24,0.24,0.34,0.811799305
3:5:1:5:2:1:3:4:5,0.794288372,3,5,1,5,2,1,3,4,5,0.482866343,0.92,0.2,1,0.32,1.00E-05,0.6,0.73,1
2:3:1:2:1:1:1:2:4,0.342582986,2,3,1,2,1,1,1,2,4,0.427182538,0.48,0.085714286,0.236243384,0.16,0.12,0.2,0.43,0.683398239
2:5:1:5:3:1:3:4:5,0.632682377,2,5,1,5,3,1,3,4,5,0.294359987,0.96,0.142857143,1,0.48,1.00E-05,0.48,0.75,0.934254151
3:2:1:5:1:2:1:1:5,0.555887331,3,2,1,5,1,2,1,1,5,0.548792537,0.44,0.085714286,1,0.08,0.36,1.00E-05,0.19,0.885797683
1:4:1:2:1:2:2:2:4,0.395846553,1,4,1,2,1,2,2,2,4,0.211337461,0.8,0.085714286,0.302934741,1.00E-05,0.36,0.44,0.44,0.669811019
2:4:1:5:1:4:1:2:3,0.408119997,2,4,1,5,1,4,1,2,3,0.231090319,0.88,0.085714286,1,0.12,0.68,0.08,0.32,0.616672049
2:3:1:5:3:1:1:3:5,0.677558351,2,3,1,5,3,1,1,3,5,0.398339438,0.64,0.171428571,1,0.48,0.04,0.12,0.47,0.968233572
1:4:1:5:2:1:3:3:3,0.337779356,1,4,1,5,2,1,3,3,3,0.218586304,0.76,0.142857143,1,0.24,1.00E-05,0.52,0.57,0.595539614
1:5:1:4:1:2:4:4:4,0.558620697,1,5,1,4,1,2,4,4,4,0.193464131,1,0.085714286,0.838555492,0.04,0.28,0.68,0.75,0.831401954
2:4:1:5:2:1:2:4:4,0.477703317,2,4,1,5,2,1,2,4,4,0.337566619,0.72,0.142857143,1,0.24,0.04,0.44,0.74,0.794543799
3:2:1:5:1:2:1:2:3,0.316582685,3,2,1,5,1,2,1,2,3,0.451117842,0.44,0.085714286,1,0.04,0.36,0.04,0.28,0.62756877
2:4:1:5:3:1:2:4:5,0.75000737,2,4,1,5,3,1,2,4,5,0.300548145,0.88,0.171428571,1,0.48,0.12,0.28,0.77,1
2:5:1:2:2:1:4:4:5,0.557538748,2,5,1,2,2,1,4,4,5,0.280168551,1,0.2,0.423413959,0.28,1.00E-05,0.72,0.73,0.899770156
1:4:1:3:1:4:1:2:4,0.480907455,1,4,1,3,1,4,1,2,4,0.219629863,0.84,0.057142857,0.565391269,0.04,0.76,0.04,0.34,0.673190952
1:4:1:4:1:4:1:2:4,0.509615044,1,4,1,4,1,4,1,2,4,0.198582271,0.84,0.028571429,0.759051358,0.08,0.72,0.04,0.33,0.69019386
1:4:1:2:1:4:1:2:4,0.479919981,1,4,1,2,1,4,1,2,4,0.198582271,0.84,0.028571429,0.344520442,1.00E-05,0.8,0.04,0.33,0.66421068
2:4:1:4:1:1:4:2:5,0.523856153,2,4,1,4,1,1,4,2,5,0.364559876,0.84,0.114285714,0.827104885,0.04,0.04,0.76,0.43,0.883210029
3:3:1:5:1:2:2:2:4,0.502718714,3,3,1,5,1,2,2,2,4,0.472838117,0.64,0.085714286,1,0.16,0.24,0.24,0.31,0.837175138
2:4:1:4:2:1:3:3:5,0.604965251,2,4,1,4,2,1,3,3,5,0.244461462,0.84,0.085714286,0.715323836,0.24,0.12,0.48,0.46,0.890904314
2:4:2:5:2:1:2:4:5,0.689817583,2,4,2,5,2,1,2,4,5,0.341414563,0.88,0.228571429,1,0.4,0.08,0.4,0.76,1
2:5:2:2:2:1:4:4:5,0.651941692,2,5,2,2,2,1,4,4,5,0.304504166,1,0.228571429,0.439637702,0.28,1.00E-05,0.72,0.88,1
3:4:2:5:2:1:2:4:5,0.804686711,3,4,2,5,2,1,2,4,5,0.444149307,0.88,0.228571429,1,0.4,0.08,0.4,0.76,1
2:4:1:4:2:1:2:3:5,0.562461873,2,4,1,4,2,1,2,3,5,0.425414656,0.76,0.085714286,0.774306986,0.24,0.2,0.32,0.61,0.902246873
3:4:1:5:1:2:1:3:4,0.485063619,3,4,1,5,1,2,1,3,4,0.447280494,0.72,0.114285714,1,0.08,0.44,0.2,0.45,0.808118575
2:5:1:5:1:1:5:5:4,0.504783827,2,5,1,5,1,1,5,5,4,0.250922974,1,0.114285714,1,0.08,1.00E-05,0.92,1,0.839068448
2:5:1:4:1:1:5:5:5,0.556339365,2,5,1,4,1,1,5,5,5,0.248865457,0.96,0.085714286,0.878269054,0.04,1.00E-05,0.92,1,0.907647287
2:5:1:4:1:1:3:4:4,0.527159008,2,5,1,4,1,1,3,4,4,0.229308963,0.96,0.085714286,0.754435377,0.16,0.16,0.64,0.73,0.832082943
2:5:1:5:1:1:5:5:5,0.614603189,2,5,1,5,1,1,5,5,5,0.221424763,1,0.085714286,0.964526609,0.08,1.00E-05,0.92,1,0.944907786
2:4:1:1:1:1:3:4:4,0.360484331,2,4,1,1,1,1,3,4,4,0.277497616,0.68,0.142857143,0.212954207,0.16,1.00E-05,0.52,0.72,0.677928031
2:3:1:4:1:1:3:3:3,0.286795043,2,3,1,4,1,1,3,3,3,0.290384909,0.56,0.057142857,0.67094602,0.08,1.00E-05,0.48,0.56,0.592406024
2:5:1:1:1:1:4:3:3,0.312338969,2,5,1,1,1,1,4,3,3,0.231970052,1,0.085714286,0.12886172,0.12,1.00E-05,0.88,0.56,0.623349021
2:5:1:5:1:2:4:5:5,0.637322623,2,5,1,5,1,2,4,5,5,0.307958545,1,0.171428571,1,0.04,0.24,0.72,0.9,0.948368394
2:4:2:5:1:1:3:3:5,0.912592293,2,4,2,5,1,1,3,3,5,0.396841964,0.88,0.228571429,1,0.16,0.2,0.52,0.65,1
2:4:1:3:2:1:3:3:4,0.3859238,2,4,1,3,2,1,3,3,4,0.368082737,0.76,0.085714286,0.510937979,0.28,1.00E-05,0.48,0.57,0.728653511
2:5:1:3:2:1:3:2:3,0.404259304,2,5,1,3,2,1,3,2,3,0.226538421,0.96,0.085714286,0.510937979,0.28,0.2,0.48,0.44,0.651705198
2:3:1:3:2:1:2:2:3,0.284384866,2,3,1,3,2,1,2,2,3,0.437240308,0.56,0.085714286,0.603902473,0.24,1.00E-05,0.32,0.27,0.624644072
1:5:1:5:2:4:1:3:5,0.771422614,1,5,1,5,2,4,1,3,5,0.184734173,1,0.114285714,0.898949162,0.24,0.68,0.08,0.51,0.948349559
2:4:1:4:1:2:3:3:3,0.374169457,2,4,1,4,1,2,3,3,3,0.2661118,0.84,0.085714286,0.774306986,0.08,0.24,0.52,0.58,0.658827033
3:4:1:2:1:2:3:3:5,0.564287939,3,4,1,2,1,2,3,3,5,0.486130075,0.8,0.114285714,0.3148401,1.00E-05,0.32,0.48,0.57,0.968512239
2:3:1:5:2:2:1:3:5,0.589864001,2,3,1,5,2,2,1,3,5,0.393226607,0.6,0.142857143,0.986131559,0.24,0.28,0.08,0.47,0.890082082
2:4:1:4:2:2:2:3:4,0.419923521,2,4,1,4,2,2,2,3,4,0.262463852,0.88,0.085714286,0.747530732,0.24,0.32,0.32,0.59,0.691069137
2:3:1:4:2:1:1:1:3,0.330975029,2,3,1,4,2,1,1,1,3,0.425884194,0.48,0.085714286,0.845991073,0.32,0.16,1.00E-05,0.15,0.627545247
2:5:2:4:2:1:3:3:5,0.610337012,2,5,2,4,2,1,3,3,5,0.310639645,1,0.228571429,0.876275121,0.32,0.04,0.64,0.62,0.925143525
2:3:1:3:2:1:1:2:3,0.326867718,2,3,1,3,2,1,1,2,3,0.405737219,0.6,0.085714286,0.510411013,0.24,0.16,0.2,0.29,0.642019789
2:1:1:5:1:1:1:1:2,0.143680761,2,1,1,5,1,1,1,1,2,0.361390278,0.16,0.028571429,0.949189395,0.16,1.00E-05,1.00E-05,0.11,0.431415805
1:4:1:4:1:3:1:2:3,0.402114258,1,4,1,4,1,3,1,2,3,0.206347159,0.84,0.085714286,0.721840416,0.04,0.64,0.16,0.3,0.608029412
1:4:1:4:1:4:1:2:3,0.408387394,1,4,1,4,1,4,1,2,3,0.215158709,0.84,0.057142857,0.873981293,0.08,0.72,0.04,0.32,0.611975082
2:5:1:3:2:1:3:2:4,0.48255858,2,5,1,3,2,1,3,2,4,0.237742108,0.96,0.114285714,0.518407103,0.28,0.2,0.48,0.44,0.750982917
1:4:1:4:1:3:2:2:3,0.336160849,1,4,1,4,1,3,2,2,3,0.215076585,0.84,0.085714286,0.763044139,0.04,0.48,0.32,0.3,0.567416744
3:3:1:3:2:2:1:1:3,0.339629213,3,3,1,3,2,2,1,1,3,0.446021861,0.56,0.114285714,0.467452868,0.24,0.32,1.00E-05,0.16,0.645186491
2:4:1:3:2:1:3:3:5,0.624373295,2,4,1,3,2,1,3,3,5,0.361482934,0.88,0.142857143,0.555626222,0.24,0.04,0.6,0.59,0.980215309
1:5:1:5:2:1:2:3:5,0.625429604,1,5,1,5,2,1,2,3,5,0.185353056,1,0.114285714,1,0.36,0.2,0.44,0.6,0.88050669
2:3:1:4:1:2:1:3:5,0.579184847,2,3,1,4,1,2,1,3,5,0.369383873,0.6,0.142857143,0.846929862,0.16,0.36,0.08,0.45,0.885593332
3:2:1:3:1:1:2:2:3,0.250681223,3,2,1,3,1,1,2,2,3,0.472912288,0.36,0.057142857,0.498901258,0.08,1.00E-05,0.28,0.26,0.605460538
3:2:1:3:2:1:1:2:3,0.262902026,3,2,1,3,2,1,1,2,3,0.451108486,0.4,0.085714286,0.515030407,0.24,1.00E-05,0.16,0.27,0.60967163
2:5:1:4:2:3:1:3:4,0.56200389,2,5,1,4,2,3,1,3,4,0.250173246,1,0.142857143,0.757117331,0.24,0.56,0.2,0.47,0.809049283
1:4:1:3:1:4:1:3:3,0.427685599,1,4,1,3,1,4,1,3,3,0.176039206,0.88,0.057142857,0.651328955,1.00E-05,0.8,0.08,0.46,0.623423251
2:4:1:4:2:2:2:2:3,0.364099892,2,4,1,4,2,2,2,2,3,0.332851578,0.72,0.142857143,0.829228005,0.24,0.24,0.24,0.3,0.63121509
2:5:1:3:1:1:5:4:5,0.565968336,2,5,1,3,1,1,5,4,5,0.253709739,1,0.142857143,0.4654379,0.04,1.00E-05,0.96,0.71,0.927382009
2:4:1:3:2:1:3:2:4,0.465625835,2,4,1,3,2,1,3,2,4,0.32062983,0.76,0.142857143,0.641750482,0.28,1.00E-05,0.48,0.43,0.804716074
2:2:1:1:1:2:1:2:4,0.360442607,2,2,1,1,1,2,1,2,4,0.411598345,0.4,0.057142857,0.215464461,1.00E-05,0.28,0.12,0.29,0.667941514
2:4:1:5:1:1:4:2:5,0.522963814,2,4,1,5,1,1,4,2,5,0.397073204,0.84,0.085714286,1,0.12,1.00E-05,0.72,0.41,0.903622648
2:5:1:2:1:3:1:2:3,0.378492288,2,5,1,2,1,3,1,2,3,0.280536506,0.92,0.142857143,0.282432479,0.08,0.64,0.2,0.32,0.624493267
1:5:1:4:1:3:2:2:3,0.417265856,1,5,1,4,1,3,2,2,3,0.204346577,0.96,0.057142857,0.703365986,0.12,0.56,0.28,0.32,0.629587828
2:5:1:3:2:3:2:3:5,0.715372724,2,5,1,3,2,3,2,3,5,0.324722667,1,0.171428571,0.64919226,0.24,0.52,0.24,0.48,0.990827983
1:5:1:4:1:4:1:2:3,0.429256402,1,5,1,4,1,4,1,2,3,0.198939816,0.96,0.057142857,0.838555492,0.04,0.76,0.16,0.32,0.639242637
1:5:1:4:1:1:5:4:5,0.546304352,1,5,1,4,1,1,5,4,5,0.200713275,1,0.085714286,0.849095375,0.04,1.00E-05,0.96,0.86,0.880842867
2:5:1:1:1:2:4:2:3,0.248609589,2,5,1,1,1,2,4,2,3,0.247004951,0.96,0.057142857,0.208994186,1.00E-05,0.28,0.68,0.27,0.53017973
1:5:1:5:2:2:3:4:4,0.577660042,1,5,1,5,2,2,3,4,4,0.208559549,0.96,0.114285714,1,0.24,0.24,0.48,0.74,0.836147074
1:5:1:4:1:4:2:3:3,0.412438061,1,5,1,4,1,4,2,3,3,0.198939816,0.96,0.057142857,0.838555492,0.04,0.68,0.24,0.45,0.647179769
1:4:1:5:1:2:3:4:4,0.492522737,1,4,1,5,1,2,3,4,4,0.21491957,0.88,0.057142857,0.91950113,0.08,0.24,0.56,0.73,0.774079601
2:3:1:5:1:1:3:4:4,0.430997033,2,3,1,5,1,1,3,4,4,0.311670389,0.64,0.057142857,0.91950113,0.08,1.00E-05,0.56,0.71,0.768620019
2:3:1:1:1:1:3:4:4,0.315941083,2,3,1,1,1,1,3,4,4,0.407204089,0.48,0.114285714,0.209605452,1.00E-05,1.00E-05,0.48,0.7,0.684189054
3:4:1:4:1:1:3:2:4,0.341096654,3,4,1,4,1,1,3,2,4,0.460437104,0.68,0.057142857,0.857426908,0.2,1.00E-05,0.48,0.27,0.696956463
2:5:2:5:1:1:3:5:5,0.880234877,2,5,2,5,1,1,3,5,5,0.378207731,0.96,0.228571429,1,0.16,0.2,0.6,0.91,1
3:4:1:4:2:1:3:2:4,0.372076071,3,4,1,4,2,1,3,2,4,0.460437104,0.72,0.085714286,0.857426908,0.24,1.00E-05,0.48,0.28,0.724063453
2:5:2:5:2:3:1:4:5,0.809877491,2,5,2,5,2,3,1,4,5,0.332007671,1,0.285714286,1,0.24,0.6,0.16,0.66,1
2:1:1:5:1:1:1:2:4,0.353528059,2,1,1,5,1,1,1,2,4,0.428760175,0.2,0.057142857,1,0.16,1.00E-05,0.04,0.27,0.687023132
3:5:2:5:2:1:3:5:5,0.852526214,3,5,2,5,2,1,3,5,5,0.461298729,0.96,0.228571429,1,0.28,0.08,0.6,0.89,1
1:5:1:4:1:2:3:5:5,0.597783118,1,5,1,4,1,2,3,5,5,0.218477038,1,0.114285714,0.778568979,0.08,0.36,0.56,1,0.891055456
3:5:2:5:2:3:1:3:5,0.782213262,3,5,2,5,2,3,1,3,5,0.442238645,0.96,0.257142857,1,0.28,0.52,0.16,0.5,1
2:4:1:2:1:1:2:2:3,0.295857029,2,4,1,2,1,1,2,2,3,0.266123686,0.76,0.114285714,0.422191313,0.16,0.2,0.4,0.43,0.569775995
2:5:1:4:1:2:4:3:3,0.370938193,2,5,1,4,1,2,4,3,3,0.225986083,1,0.085714286,0.667527703,0.04,0.24,0.72,0.45,0.640685414
2:4:1:4:1:1:4:3:5,0.547482686,2,4,1,4,1,1,4,3,5,0.348428595,0.8,0.114285714,0.784810761,0.08,1.00E-05,0.72,0.57,0.90500498
1:5:1:1:1:4:2:2:3,0.251456882,1,5,1,1,1,4,2,2,3,0.196624363,1,0.085714286,0.156345699,1.00E-05,0.72,0.28,0.29,0.480643869
1:5:1:3:1:2:4:2:4,0.426280771,1,5,1,3,1,2,4,2,4,0.202085248,1,0.085714286,0.454072847,1.00E-05,0.32,0.68,0.42,0.703978373
3:4:1:4:2:1:2:2:4,0.547791607,3,4,1,4,2,1,2,2,4,0.454265368,0.72,0.114285714,0.780553719,0.28,0.16,0.28,0.3,0.868757256
3:4:1:4:1:3:1:3:5,0.549041309,3,4,1,4,1,3,1,3,5,0.481004339,0.68,0.114285714,0.70521817,1.00E-05,0.52,0.16,0.46,0.895571147
3:5:2:5:2:2:2:3:5,0.739588545,3,5,2,5,2,2,2,3,5,0.468940476,0.92,0.228571429,1,0.32,0.36,0.24,0.61,1
2:5:2:5:1:1:4:5:5,0.81178089,2,5,2,5,1,1,4,5,5,0.259223787,1,0.228571429,1,0.16,0.08,0.76,1,1
2:4:1:2:1:1:2:4:5,0.615699672,2,4,1,2,1,1,2,4,5,0.3380472,0.76,0.142857143,0.36446692,0.16,0.16,0.44,0.73,0.98751194
2:4:2:5:1:3:1:3:5,0.856360942,2,4,2,5,1,3,1,3,5,0.357283095,0.76,0.228571429,1,0.2,0.48,0.08,0.53,1
2:5:1:3:1:2:3:2:5,0.635211976,2,5,1,3,1,2,3,2,5,0.290006022,0.96,0.114285714,0.556122397,0.04,0.36,0.56,0.34,0.909526753
2:5:1:3:1:4:1:1:4,0.462706343,2,5,1,3,1,4,1,1,4,0.385823551,0.92,0.142857143,0.53431902,0.08,0.84,1.00E-05,0.19,0.722779825
1:5:1:3:1:2:3:4:3,0.362330254,1,5,1,3,1,2,3,4,3,0.161400508,1,0.085714286,0.597327104,1.00E-05,0.36,0.64,0.72,0.605545207
2:4:1:1:1:1:4:3:5,0.518126231,2,4,1,1,1,1,4,3,5,0.395004998,0.8,0.142857143,0.193339997,1.00E-05,0.08,0.72,0.59,0.888104618
1:5:1:2:1:3:2:5:4,0.501504647,1,5,1,2,1,3,2,5,4,0.169392271,1,0.057142857,0.342939752,1.00E-05,0.64,0.36,0.89,0.753683358
1:5:1:3:1:3:2:4:3,0.413183679,1,5,1,3,1,3,2,4,3,0.161400508,1,0.114285714,0.597327104,1.00E-05,0.64,0.36,0.74,0.640476661
1:5:1:3:1:4:1:4:4,0.60289178,1,5,1,3,1,4,1,4,4,0.090609635,1,0.057142857,0.508822023,1.00E-05,0.8,0.2,0.78,0.77834642
2:3:1:3:1:3:1:2:5,0.659855126,2,3,1,3,1,3,1,2,5,0.354691855,0.64,0.142857143,0.564582732,0.04,0.56,0.04,0.34,0.907902925
2:4:2:4:1:3:1:4:5,0.907815555,2,4,2,4,1,3,1,4,5,0.413598281,0.88,0.228571429,0.67094304,0.2,0.52,0.16,0.67,1
1:5:1:4:1:3:2:5:4,0.606893995,1,5,1,4,1,3,2,5,4,0.161758222,1,0.085714286,0.714893001,0.08,0.52,0.4,0.9,0.845181956
1:4:1:4:2:1:3:2:4,0.421963418,1,4,1,4,2,1,3,2,4,0.21757991,0.88,0.085714286,0.804654427,0.24,0.12,0.52,0.29,0.688052124
2:4:1:5:4:1:1:3:5,0.756376859,2,4,1,5,4,1,1,3,5,0.327507577,0.88,0.171428571,1,0.68,1.00E-05,0.2,0.49,0.9990323
2:4:1:5:4:1:1:2:5,0.696828536,2,4,1,5,4,1,1,2,5,0.327507577,0.88,0.171428571,1,0.68,1.00E-05,0.2,0.34,0.926085604
3:4:1:3:1:1:3:3:5,0.525180466,3,4,1,3,1,1,3,3,5,0.463862817,0.8,0.114285714,0.454234986,0.04,0.16,0.6,0.58,0.908122393
1:5:1:1:1:3:2:3:4,0.42686622,1,5,1,1,1,3,2,3,4,0.214045299,1,0.142857143,0.176602251,1.00E-05,0.6,0.4,0.46,0.667009382
2:4:1:4:2:1:3:2:4,0.407041907,2,4,1,4,2,1,3,2,4,0.308879942,0.76,0.085714286,0.857426908,0.24,1.00E-05,0.52,0.42,0.717367271
2:4:1:5:4:1:1:1:4,0.636321459,2,4,1,5,4,1,1,1,4,0.359654424,0.68,0.142857143,1,0.68,1.00E-05,1.00E-05,0.19,0.861608488
1:5:1:1:1:2:4:2:4,0.425137088,1,5,1,1,1,2,4,2,4,0.217518477,0.96,0.085714286,0.170032709,1.00E-05,0.24,0.72,0.44,0.700253587
2:4:1:5:4:1:1:1:5,0.679224246,2,4,1,5,4,1,1,1,5,0.394816447,0.88,0.2,1,0.68,0.2,1.00E-05,0.21,0.916729438
2:5:1:1:1:1:4:5:5,0.594281625,2,5,1,1,1,1,4,5,5,0.283919776,0.96,0.114285714,0.195519137,1.00E-05,0.2,0.76,0.89,0.919957222
2:5:1:2:1:4:1:4:5,0.634059803,2,5,1,2,1,4,1,4,5,0.279454282,1,0.2,0.319960468,0.08,0.72,0.2,0.66,0.884422838
1:5:1:2:1:3:1:3:4,0.501891516,1,5,1,2,1,3,1,3,4,0.190864655,1,0.114285714,0.422191313,0.16,0.64,0.2,0.6,0.744343051
2:4:1:4:3:1:2:3:5,0.684115583,2,4,1,4,3,1,2,3,5,0.228842635,0.88,0.085714286,0.870607582,0.48,0.08,0.32,0.49,0.924005144
3:4:2:5:1:1:3:4:5,0.794000769,3,4,2,5,1,1,3,4,5,0.465432328,0.88,0.228571429,1,0.12,0.12,0.64,0.76,1
2:5:2:5:3:1:1:3:5,0.724419223,2,5,2,5,3,1,1,3,5,0.287258877,0.92,0.228571429,1,0.56,0.2,0.16,0.5,0.953500463
2:5:1:1:1:4:2:3:5,0.701434964,2,5,1,1,1,4,2,3,5,0.35629533,1,0.171428571,0.202973436,1.00E-05,0.72,0.28,0.61,1
2:5:1:2:2:1:4:3:4,0.452510487,2,5,1,2,2,1,4,3,4,0.273979333,1,0.171428571,0.419287813,0.28,1.00E-05,0.72,0.58,0.769253772
2:2:1:3:2:1:1:1:3,0.182094709,2,2,1,3,2,1,1,1,3,0.419168338,0.24,0.057142857,0.603902473,0.24,1.00E-05,1.00E-05,0.12,0.493917039
2:5:1:4:3:1:2:3:5,0.621694885,2,5,1,4,3,1,2,3,5,0.339712048,0.96,0.171428571,0.799029529,0.48,0.08,0.4,0.47,0.931897571
2:5:1:1:1:2:4:3:3,0.325804847,2,5,1,1,1,2,4,3,3,0.22481946,1,0.085714286,0.192895304,1.00E-05,0.32,0.68,0.57,0.603504938
1:5:1:2:1:2:2:3:3,0.407044372,1,5,1,2,1,2,2,3,3,0.20744321,1,0.114285714,0.422191313,0.16,0.44,0.4,0.47,0.641215829
2:5:1:2:1:2:2:2:3,0.352152001,2,5,1,2,1,2,2,2,3,0.234883904,0.96,0.114285714,0.422191313,0.16,0.44,0.36,0.32,0.582204883
1:5:1:2:1:2:2:2:3,0.323117133,1,5,1,2,1,2,2,2,3,0.205698367,0.96,0.085714286,0.422191313,0.16,0.44,0.36,0.3,0.542206605
1:5:1:4:1:1:4:3:5,0.650461974,1,5,1,4,1,1,4,3,5,0.195182924,1,0.142857143,0.714136178,0.16,0.16,0.68,0.62,0.905602205
2:5:1:2:2:3:1:3:4,0.574658294,2,5,1,2,2,3,1,3,4,0.23857267,1,0.142857143,0.433976191,0.28,0.6,0.12,0.63,0.818143421
2:5:1:2:2:2:2:3:4,0.542533446,2,5,1,2,2,2,2,3,4,0.23857267,1,0.142857143,0.433976191,0.28,0.4,0.32,0.61,0.805522604
2:3:1:4:1:1:3:4:4,0.373787247,2,3,1,4,1,1,3,4,4,0.296581403,0.64,0.142857143,0.805663071,0.08,1.00E-05,0.56,0.71,0.696236379
