prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
B-n45-k5.vrp,45,486,10,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.5,
B-n45-k5.vrp,45,486,10,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,34.71428571,
B-n45-k5.vrp,45,486,10,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,37.38461538,
B-n45-k5.vrp,45,486,10,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.5,
B-n45-k5.vrp,45,486,10,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,32.4,
B-n45-k5.vrp,45,486,10,1,1 Low,3 High,2 Medium,1 Low,2 Medium,3,32.4,
B-n45-k5.vrp,45,486,10,14,0 V. Low,1 Low,1 Low,4 V. High,1 Low,7,81,
B-n45-k5.vrp,45,486,10,14,2 Medium,4 V. High,0 V. Low,0 V. Low,0 V. Low,9,97.2,
B-n45-k5.vrp,45,486,10,14,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,7,81,
B-n45-k5.vrp,45,486,10,14,4 V. High,1 Low,0 V. Low,0 V. Low,0 V. Low,9,97.2,
B-n45-k6.vrp,45,592,13,1,0 V. Low,4 V. High,4 V. High,3 High,4 V. High,3,39.46666667,
B-n45-k6.vrp,45,592,13,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,3,49.33333333,
B-n45-k6.vrp,45,592,13,1,4 V. High,0 V. Low,3 High,4 V. High,3 High,2,37,
B-n45-k6.vrp,45,592,13,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,3,49.33333333,
B-n45-k6.vrp,45,592,13,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,2 Medium,0 V. Low,0 V. Low,1 Low,0 V. Low,4,53.81818182,
B-n45-k6.vrp,45,592,13,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,4,59.2,
B-n45-k6.vrp,45,592,13,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,3,49.33333333,
B-n45-k6.vrp,45,592,13,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,3,45.53846154,
B-n45-k6.vrp,45,592,13,1,1 Low,1 Low,2 Medium,3 High,2 Medium,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,1 Low,1 Low,3 High,3 High,3 High,3,39.46666667,
B-n45-k6.vrp,45,592,13,1,0 V. Low,1 Low,2 Medium,3 High,2 Medium,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,1 Low,2 Medium,1 Low,1 Low,1 Low,4,53.81818182,
B-n45-k6.vrp,45,592,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,49.33333333,
B-n45-k6.vrp,45,592,13,1,1 Low,1 Low,3 High,3 High,3 High,3,39.46666667,
B-n45-k6.vrp,45,592,13,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,3,45.53846154,
B-n45-k6.vrp,45,592,13,1,0 V. Low,2 Medium,2 Medium,2 Medium,2 Medium,3,45.53846154,
B-n45-k6.vrp,45,592,13,1,0 V. Low,2 Medium,3 High,3 High,3 High,3,42.28571429,
B-n45-k6.vrp,45,592,13,1,1 Low,2 Medium,1 Low,1 Low,1 Low,4,53.81818182,
B-n45-k6.vrp,45,592,13,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,59.2,
B-n45-k6.vrp,45,592,13,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,4,53.81818182,
B-n45-k6.vrp,45,592,13,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,4,59.2,
B-n45-k6.vrp,45,592,13,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,4,59.2,
B-n45-k6.vrp,45,592,13,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,4,53.81818182,
B-n45-k6.vrp,45,592,13,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,4,53.81818182,
B-n45-k6.vrp,45,592,13,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,3,45.53846154,
B-n45-k6.vrp,45,592,13,14,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,6,84.57142857,
B-n45-k6.vrp,45,592,13,14,4 V. High,0 V. Low,4 V. High,0 V. Low,4 V. High,6,84.57142857,
B-n50-k7.vrp,50,609,12,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.03125,
B-n50-k7.vrp,50,609,12,1,0 V. Low,4 V. High,1 Low,0 V. Low,1 Low,3,38.0625,
B-n50-k7.vrp,50,609,12,1,1 Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,3,38.0625,
B-n50-k7.vrp,50,609,12,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,33.83333333,
B-n50-k7.vrp,50,609,12,1,1 Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,3,40.6,
B-n50-k7.vrp,50,609,12,1,3 High,0 V. Low,3 High,3 High,3 High,1,21,
B-n50-k7.vrp,50,609,12,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,35.82352941,
B-n50-k7.vrp,50,609,12,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,33.83333333,
B-n50-k7.vrp,50,609,12,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.5,
B-n50-k7.vrp,50,609,12,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.5,
B-n50-k7.vrp,50,609,12,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.6,
B-n50-k7.vrp,50,609,12,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,2,35.82352941,
B-n50-k7.vrp,50,609,12,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.5,
B-n50-k7.vrp,50,609,12,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,40.6,
B-n50-k7.vrp,50,609,12,1,1 Low,2 Medium,1 Low,0 V. Low,1 Low,3,38.0625,
B-n50-k7.vrp,50,609,12,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,35.82352941,
B-n50-k7.vrp,50,609,12,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,33.83333333,
B-n50-k7.vrp,50,609,12,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,7,87,
B-n50-k8.vrp,50,735,14,1,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,3,45.9375,
B-n50-k8.vrp,50,735,14,1,2 Medium,0 V. Low,1 Low,3 High,1 Low,3,49,
B-n50-k8.vrp,50,735,14,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,3,52.5,
B-n50-k8.vrp,50,735,14,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,4,61.25,
B-n50-k8.vrp,50,735,14,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,4,61.25,
B-n50-k8.vrp,50,735,14,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,56.53846154,
B-n50-k8.vrp,50,735,14,1,1 Low,1 Low,1 Low,2 Medium,1 Low,3,52.5,
B-n50-k8.vrp,50,735,14,1,4 V. High,0 V. Low,0 V. Low,1 Low,0 V. Low,3,56.53846154,
B-n50-k8.vrp,50,735,14,1,3 High,1 Low,1 Low,2 Medium,1 Low,3,52.5,
B-n50-k8.vrp,50,735,14,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,6,91.875,
B-n51-k7.vrp,51,684,13,1,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,2,34.2,
B-n51-k7.vrp,51,684,13,1,1 Low,2 Medium,3 High,4 V. High,3 High,2,34.2,
B-n51-k7.vrp,51,684,13,1,0 V. Low,4 V. High,3 High,3 High,3 High,2,38,
B-n51-k7.vrp,51,684,13,1,1 Low,4 V. High,3 High,2 Medium,3 High,3,40.23529412,
B-n51-k7.vrp,51,684,13,1,0 V. Low,4 V. High,3 High,3 High,3 High,2,36,
B-n51-k7.vrp,51,684,13,1,1 Low,2 Medium,3 High,3 High,3 High,2,36,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,1 Low,1 Low,1 Low,3,45.6,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,1 Low,1 Low,1 Low,3,45.6,
B-n51-k7.vrp,51,684,13,1,3 High,0 V. Low,1 Low,1 Low,1 Low,3,45.6,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,1 Low,2 Medium,1 Low,3,42.75,
B-n51-k7.vrp,51,684,13,1,3 High,0 V. Low,1 Low,1 Low,1 Low,3,45.6,
B-n51-k7.vrp,51,684,13,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,3,40.23529412,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,0 V. Low,1 Low,0 V. Low,3,48.85714286,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,0 V. Low,1 Low,0 V. Low,3,48.85714286,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,52.61538462,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,2,38,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,3 High,4 V. High,3 High,2,34.2,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,2 Medium,3 High,2 Medium,2,38,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,2,36,
B-n51-k7.vrp,51,684,13,1,3 High,0 V. Low,3 High,4 V. High,3 High,2,34.2,
B-n51-k7.vrp,51,684,13,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,3,40.23529412,
B-n51-k7.vrp,51,684,13,1,3 High,0 V. Low,2 Medium,3 High,2 Medium,2,38,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,2,38,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,3 High,4 V. High,3 High,2,34.2,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,4 V. High,4 V. High,4 V. High,2,32.57142857,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,3 High,3 High,3 High,2,36,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,3,40.23529412,
B-n51-k7.vrp,51,684,13,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,48.85714286,
B-n51-k7.vrp,51,684,13,1,1 Low,3 High,1 Low,1 Low,1 Low,3,48.85714286,
B-n51-k7.vrp,51,684,13,1,1 Low,3 High,2 Medium,2 Medium,2 Medium,3,42.75,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,48.85714286,
B-n51-k7.vrp,51,684,13,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,45.6,
B-n51-k7.vrp,51,684,13,1,1 Low,2 Medium,1 Low,2 Medium,1 Low,3,42.75,
B-n51-k7.vrp,51,684,13,14,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,97.71428571,
B-n51-k7.vrp,51,684,13,14,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,6,85.5,
B-n52-k7.vrp,52,606,11,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,22.44444444,
B-n52-k7.vrp,52,606,11,1,0 V. Low,4 V. High,2 Medium,2 Medium,2 Medium,2,30.3,
B-n52-k7.vrp,52,606,11,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,3,37.875,
B-n52-k7.vrp,52,606,11,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,35.64705882,
B-n52-k7.vrp,52,606,11,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,40.4,
B-n52-k7.vrp,52,606,11,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,35.64705882,
B-n52-k7.vrp,52,606,11,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,33.66666667,
B-n52-k7.vrp,52,606,11,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,31.89473684,
B-n52-k7.vrp,52,606,11,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,37.875,
B-n52-k7.vrp,52,606,11,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,28.85714286,
B-n52-k7.vrp,52,606,11,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,37.875,
B-n52-k7.vrp,52,606,11,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,40.4,
B-n52-k7.vrp,52,606,11,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,37.875,
B-n52-k7.vrp,52,606,11,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,40.4,
B-n52-k7.vrp,52,606,11,1,0 V. Low,3 High,0 V. Low,0 V. Low,0 V. Low,3,40.4,
B-n52-k7.vrp,52,606,11,1,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,40.4,
B-n52-k7.vrp,52,606,11,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,35.64705882,
B-n52-k7.vrp,52,606,11,1,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,37.875,
B-n52-k7.vrp,52,606,11,1,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,37.875,
B-n52-k7.vrp,52,606,11,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,40.4,
B-n52-k7.vrp,52,606,11,1,0 V. Low,4 V. High,1 Low,0 V. Low,1 Low,3,37.875,
B-n52-k7.vrp,52,606,11,14,0 V. Low,3 High,4 V. High,4 V. High,4 V. High,5,60.6,
B-n52-k7.vrp,52,606,11,14,1 Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,86.57142857,
B-n52-k7.vrp,52,606,11,14,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,7,86.57142857,
B-n56-k7.vrp,56,616,11,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,26.7826087,
B-n56-k7.vrp,56,616,11,1,1 Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,41.06666667,
B-n56-k7.vrp,56,616,11,1,1 Low,3 High,0 V. Low,0 V. Low,0 V. Low,3,41.06666667,
B-n56-k7.vrp,56,616,11,1,2 Medium,1 Low,4 V. High,4 V. High,4 V. High,1,20.53333333,
B-n56-k7.vrp,56,616,11,1,0 V. Low,4 V. High,1 Low,1 Low,1 Low,3,38.5,
B-n56-k7.vrp,56,616,11,1,2 Medium,1 Low,4 V. High,4 V. High,4 V. High,1,20.53333333,
B-n56-k7.vrp,56,616,11,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,3,34.22222222,
B-n56-k7.vrp,56,616,11,1,1 Low,1 Low,1 Low,2 Medium,1 Low,2,30.8,
B-n56-k7.vrp,56,616,11,1,0 V. Low,3 High,1 Low,1 Low,1 Low,3,38.5,
B-n56-k7.vrp,56,616,11,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,3,36.23529412,
B-n56-k7.vrp,56,616,11,1,0 V. Low,3 High,1 Low,2 Medium,1 Low,2,30.8,
B-n56-k7.vrp,56,616,11,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,4,44,
B-n56-k7.vrp,56,616,11,1,0 V. Low,3 High,1 Low,1 Low,1 Low,2,32.42105263,
B-n56-k7.vrp,56,616,11,1,0 V. Low,1 Low,2 Medium,2 Medium,2 Medium,2,29.33333333,
B-n56-k7.vrp,56,616,11,1,1 Low,1 Low,1 Low,2 Medium,1 Low,2,30.8,
B-n56-k7.vrp,56,616,11,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,25.66666667,
B-n56-k7.vrp,56,616,11,1,0 V. Low,1 Low,1 Low,2 Medium,1 Low,2,30.8,
B-n56-k7.vrp,56,616,11,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,32.42105263,
B-n56-k7.vrp,56,616,11,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,29.33333333,
B-n56-k7.vrp,56,616,11,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,26.7826087,
B-n56-k7.vrp,56,616,11,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,28,
B-n56-k7.vrp,56,616,11,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,26.7826087,
B-n56-k7.vrp,56,616,11,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,2,32.42105263,
B-n56-k7.vrp,56,616,11,1,0 V. Low,1 Low,2 Medium,2 Medium,2 Medium,2,28,
B-n56-k7.vrp,56,616,11,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,32.42105263,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,38.5,
B-n56-k7.vrp,56,616,11,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.87096774,
B-n56-k7.vrp,56,616,11,1,2 Medium,3 High,0 V. Low,0 V. Low,0 V. Low,4,47.38461538,
B-n56-k7.vrp,56,616,11,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,36.23529412,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,36.23529412,
B-n56-k7.vrp,56,616,11,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,21.24137931,
B-n56-k7.vrp,56,616,11,1,3 High,0 V. Low,3 High,3 High,3 High,2,22,
B-n56-k7.vrp,56,616,11,1,3 High,0 V. Low,3 High,3 High,3 High,2,22,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,41.06666667,
B-n56-k7.vrp,56,616,11,1,2 Medium,3 High,0 V. Low,0 V. Low,0 V. Low,4,44,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,38.5,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,38.5,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,36.23529412,
B-n56-k7.vrp,56,616,11,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,34.22222222,
B-n56-k7.vrp,56,616,11,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,8,88,
B-n57-k7.vrp,57,697,12,1,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,2,33.19047619,
B-n57-k7.vrp,57,697,12,1,3 High,0 V. Low,2 Medium,4 V. High,2 Medium,2,33.19047619,
B-n57-k7.vrp,57,697,12,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,3,36.68421053,
B-n57-k7.vrp,57,697,12,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,2,34.85,
B-n57-k7.vrp,57,697,12,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,2,34.85,
B-n57-k7.vrp,57,697,12,1,3 High,1 Low,1 Low,1 Low,1 Low,3,41,
B-n57-k7.vrp,57,697,12,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,3,38.72222222,
B-n57-k7.vrp,57,697,12,1,4 V. High,1 Low,1 Low,1 Low,1 Low,3,41,
B-n57-k7.vrp,57,697,12,1,1 Low,3 High,2 Medium,2 Medium,2 Medium,3,36.68421053,
B-n57-k7.vrp,57,697,12,1,1 Low,3 High,2 Medium,2 Medium,2 Medium,3,36.68421053,
B-n57-k7.vrp,57,697,12,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,43.5625,
B-n57-k7.vrp,57,697,12,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,41,
B-n57-k7.vrp,57,697,12,1,4 V. High,0 V. Low,1 Low,2 Medium,1 Low,3,38.72222222,
B-n57-k7.vrp,57,697,12,1,1 Low,2 Medium,2 Medium,2 Medium,2 Medium,3,38.72222222,
B-n57-k7.vrp,57,697,12,14,0 V. Low,4 V. High,1 Low,0 V. Low,1 Low,7,87.125,
B-n57-k7.vrp,57,697,12,14,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,6,77.44444444,
B-n57-k7.vrp,57,697,12,14,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,7,87.125,
B-n57-k9.vrp,57,803,14,1,4 V. High,3 High,1 Low,0 V. Low,1 Low,4,57.35714286,
B-n57-k9.vrp,57,803,14,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,4,57.35714286,
B-n57-k9.vrp,57,803,14,1,1 Low,1 Low,4 V. High,4 V. High,4 V. High,3,53.53333333,
B-n57-k9.vrp,57,803,14,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,3,53.53333333,
B-n57-k9.vrp,57,803,14,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,6,89.22222222,
B-n57-k9.vrp,57,803,14,14,0 V. Low,4 V. High,1 Low,0 V. Low,1 Low,6,89.22222222,
B-n57-k9.vrp,57,803,14,14,4 V. High,0 V. Low,4 V. High,0 V. Low,4 V. High,6,89.22222222,
B-n63-k10.vrp,63,922,14,1,3 High,3 High,1 Low,1 Low,1 Low,3,51.22222222,
B-n63-k10.vrp,63,922,14,1,3 High,3 High,0 V. Low,0 V. Low,0 V. Low,3,54.23529412,
B-n63-k10.vrp,63,922,14,1,3 High,3 High,1 Low,1 Low,1 Low,3,51.22222222,
B-n63-k10.vrp,63,922,14,1,3 High,3 High,1 Low,1 Low,1 Low,3,51.22222222,
B-n63-k10.vrp,63,922,14,1,4 V. High,1 Low,2 Medium,3 High,2 Medium,3,43.9047619,
B-n63-k10.vrp,63,922,14,1,4 V. High,0 V. Low,0 V. Low,1 Low,0 V. Low,3,48.52631579,
B-n63-k10.vrp,63,922,14,1,4 V. High,0 V. Low,1 Low,2 Medium,1 Low,3,46.1,
B-n63-k10.vrp,63,922,14,1,0 V. Low,3 High,4 V. High,3 High,4 V. High,2,41.90909091,
B-n63-k10.vrp,63,922,14,1,0 V. Low,4 V. High,4 V. High,3 High,4 V. High,2,41.90909091,
B-n63-k10.vrp,63,922,14,1,0 V. Low,4 V. High,4 V. High,3 High,4 V. High,2,41.90909091,
B-n63-k10.vrp,63,922,14,1,2 Medium,1 Low,3 High,3 High,3 High,2,41.90909091,
B-n63-k10.vrp,63,922,14,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,3,43.9047619,
B-n63-k10.vrp,63,922,14,1,3 High,1 Low,4 V. High,4 V. High,4 V. High,2,40.08695652,
B-n63-k10.vrp,63,922,14,1,2 Medium,1 Low,3 High,3 High,3 High,2,41.90909091,
B-n63-k10.vrp,63,922,14,1,1 Low,1 Low,4 V. High,4 V. High,4 V. High,2,40.08695652,
B-n63-k10.vrp,63,922,14,1,1 Low,1 Low,2 Medium,3 High,2 Medium,3,43.9047619,
B-n63-k10.vrp,63,922,14,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,3,46.1,
B-n63-k10.vrp,63,922,14,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,48.52631579,
B-n63-k10.vrp,63,922,14,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,48.52631579,
B-n63-k10.vrp,63,922,14,1,1 Low,2 Medium,2 Medium,2 Medium,2 Medium,3,46.1,
B-n63-k10.vrp,63,922,14,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,3,48.52631579,
B-n63-k10.vrp,63,922,14,1,0 V. Low,3 High,2 Medium,2 Medium,2 Medium,3,46.1,
B-n63-k10.vrp,63,922,14,14,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,6,92.2,
B-n63-k10.vrp,63,922,14,14,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,5,83.81818182,
B-n63-k10.vrp,63,922,14,14,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,6,92.2,
B-n64-k9.vrp,64,878,13,1,0 V. Low,4 V. High,3 High,2 Medium,3 High,2,36.58333333,
B-n64-k9.vrp,64,878,13,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,41.80952381,
B-n64-k9.vrp,64,878,13,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,38.17391304,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,43.9,
B-n64-k9.vrp,64,878,13,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,39.90909091,
B-n64-k9.vrp,64,878,13,1,1 Low,0 V. Low,1 Low,2 Medium,1 Low,2,38.17391304,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,35.12,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,35.12,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,33.76923077,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,33.76923077,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,46.21052632,
B-n64-k9.vrp,64,878,13,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,41.80952381,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,39.90909091,
B-n64-k9.vrp,64,878,13,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,51.64705882,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.77777778,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,51.64705882,
B-n64-k9.vrp,64,878,13,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,3,46.21052632,
B-n64-k9.vrp,64,878,13,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.77777778,
B-n64-k9.vrp,64,878,13,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,33.76923077,
B-n64-k9.vrp,64,878,13,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,33.76923077,
B-n64-k9.vrp,64,878,13,1,4 V. High,0 V. Low,3 High,3 High,3 High,2,29.26666667,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,46.21052632,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,41.80952381,
B-n64-k9.vrp,64,878,13,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,2,27.4375,
B-n64-k9.vrp,64,878,13,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,2,27.4375,
B-n64-k9.vrp,64,878,13,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,2,27.4375,
B-n64-k9.vrp,64,878,13,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.77777778,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.77777778,
B-n64-k9.vrp,64,878,13,1,0 V. Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,51.64705882,
