0,1,2,3,4,5,6,7,8,9,,,,,,,
D,3438.721573,T,6632,cBag=3.814722333597175,,,,,,,,,,,,
D,3481.056259,T,6259,cBag=3.5118686841596647,,,,,,,,,,,,
D,3437.229513,T,6442,cBag=3.910552820237128,,,,,,,,,,,,
D,3557.240714,T,5928,cBag=3.5931433080671042,,,,,,,,,,,,
D,3541.280482,T,6103,cBag=3.618377621001588,,,,,,,,,,,,
D,3411.073387,T,6859,cBag=3.7219311396294326,,,,,,,,,,,,
D,3597.068297,T,5744,cBag=3.3188552861377807,,,,,,,,,,,,
D,3982.004413,T,4381,cBag=5.393826745138798,,,,,,,,,,,,
D,3544.275583,T,6022,cBag=3.7312111524934846,,,,,,,,,,,,
D,3513.394719,T,6409,cBag=3.4126939696379206,,,,,,,,,,,,
D,3458.880012,T,6591,cBag=3.810273390247068,,,,,,,,,,,,
D,3607.503387,T,5375,cBag=4.262816371873256,,,,,,,,,,,,
D,3520.650995,T,6258,cBag=3.3903398068369697,,,,,,,,,,,,
D,3602.765974,T,5698,cBag=3.9368801363388224,,,,,,,,,,,,
D,4046.034178,T,4643,cBag=3.8156785977754266,,,,,,,,,,,,
D,4211.591691,T,4322,cBag=5.655107561162372,,,,,,,,,,,,
D,3896.741403,T,4412,cBag=5.016236667263071,,,,,,,,,,,,
D,3623.055787,T,5000,cBag=3.2078427472437703,,,,,,,,,,,,
D,3794.198051,T,4691,cBag=3.425834860617008,,,,,,,,,,,,
D,3775.10685,T,4707,cBag=3.5514756294241376,,,,,,,,,,,,
D,3767.159216,T,4951,cBag=3.5879342180011995,,,,,,,,,,,,
D,3917.49387,T,4879,cBag=3.215648730271846,,,,,,,,,,,,
D,3902.044256,T,5109,cBag=2.874591910064187,,,,,,,,,,,,
D,3741.13519,T,5137,cBag=2.98942331854857,,,,,,,,,,,,
D,3758.974947,T,4992,cBag=3.843259763027447,,,,,,,,,,,,
D,3708.420731,T,5002,cBag=3.0908493720350125,,,,,,,,,,,,
D,3765.721971,T,4888,cBag=6.076305765851794,,,,,,,,,,,,
D,3765.605156,T,4784,cBag=6.185358570613988,,,,,,,,,,,,
D,3743.640203,T,4808,cBag=6.187057047822928,,,,,,,,,,,,
D,3734.226687,T,4828,cBag=6.3141694763055165,,,,,,,,,,,,
D,3731.340915,T,4877,cBag=6.196471353393351,,,,,,,,,,,,
D,3733.040296,T,4859,cBag=6.318785768968511,,,,,,,,,,,,
D,3873.015385,T,4679,cBag=6.428745468471622,,,,,,,,,,,,
D,3561.645439,T,5927,cBag=3.7182882835829103,,,,,,,,,,,,
D,3615.0841,T,5706,cBag=3.3146723836340444,,,,,,,,,,,,
D,3874.204678,T,4658,cBag=5.426414278232475,,,,,,,,,,,,
D,3581.032354,T,5625,cBag=5.172871885294419,,,,,,,,,,,,
D,3516.567276,T,6122,cBag=3.9937839842066243,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,3,P-n76-k4.vrp,n,33,obj0Min,3699.895709,obj0Max,4491.464981,obj1Min,4779,obj1Max,6591,obj2Min,2.739088783,obj2Max,6.723501666
D,4333.814293,T,4779,cBag=6.7235016659358875,,,,,,,,,,,,
D,4117.271065,T,5318,cBag=3.537625157324614,,,,,,,,,,,,
D,3830.967993,T,6568,cBag=3.09517833959647,,,,,,,,,,,,
D,4000.950314,T,5444,cBag=4.027060987355832,,,,,,,,,,,,
D,3778.511348,T,6591,cBag=3.0940511933177115,,,,,,,,,,,,
D,4468.685923,T,4882,cBag=5.908530977296129,,,,,,,,,,,,
D,4269.839389,T,5040,cBag=5.553937836143712,,,,,,,,,,,,
D,3901.366856,T,5943,cBag=3.0095747229973253,,,,,,,,,,,,
D,4332.400942,T,5052,cBag=5.200359904875866,,,,,,,,,,,,
D,3845.104853,T,5898,cBag=3.1183850936834774,,,,,,,,,,,,
D,3810.683494,T,5926,cBag=3.119538100259554,,,,,,,,,,,,
D,3899.134081,T,5950,cBag=3.0104095949163847,,,,,,,,,,,,
D,3699.895709,T,6446,cBag=3.186281376787364,,,,,,,,,,,,
D,3760.398917,T,6174,cBag=3.271823074252184,,,,,,,,,,,,
D,4336.254562,T,5017,cBag=5.556262304782441,,,,,,,,,,,,
D,4349.525006,T,4982,cBag=5.552268640529103,,,,,,,,,,,,
D,3761.861385,T,5624,cBag=3.1913033593054894,,,,,,,,,,,,
D,4009.217026,T,5513,cBag=3.6771835718615624,,,,,,,,,,,,
D,4035.439552,T,5380,cBag=3.5396967944389255,,,,,,,,,,,,
D,4415.752718,T,4922,cBag=5.669386413479799,,,,,,,,,,,,
D,4380.748741,T,4929,cBag=5.667410265938725,,,,,,,,,,,,
D,3951.019731,T,5591,cBag=3.0824555048152567,,,,,,,,,,,,
D,3900.268783,T,5618,cBag=3.0820611786159406,,,,,,,,,,,,
D,4126.485326,T,5344,cBag=3.4219932427511934,,,,,,,,,,,,
D,4057.935702,T,5469,cBag=3.4344416987888184,,,,,,,,,,,,
D,4491.464981,T,4799,cBag=6.018549415531758,,,,,,,,,,,,
D,4132.624782,T,5603,cBag=2.7390887826033743,,,,,,,,,,,,
D,3968.085911,T,5547,cBag=2.8369985715191826,,,,,,,,,,,,
D,4073.894195,T,5298,cBag=3.6512064668567854,,,,,,,,,,,,
D,4081.1165,T,5116,cBag=3.6251397584024976,,,,,,,,,,,,
D,4369.990026,T,5202,cBag=3.5422938658915486,,,,,,,,,,,,
D,4225.61142,T,5435,cBag=2.8426660822351244,,,,,,,,,,,,
D,4157.792505,T,5545,cBag=2.973212406996505,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,3,P-n76-k5.vrp,n,40,obj0Min,3630.253215,obj0Max,4289.731358,obj1Min,4732,obj1Max,6119,obj2Min,2.7868854,obj2Max,6.00251903
D,4284.068009,T,4811,cBag=6.00251903008859,,,,,,,,,,,,
D,4281.113946,T,4874,cBag=5.771033967532652,,,,,,,,,,,,
D,4274.128194,T,4839,cBag=5.885537389093514,,,,,,,,,,,,
D,4241.253264,T,4910,cBag=5.8931280292441315,,,,,,,,,,,,
D,3845.807208,T,5992,cBag=3.132228330854905,,,,,,,,,,,,
D,3924.269607,T,5805,cBag=2.9913046510325305,,,,,,,,,,,,
D,3930.630755,T,5798,cBag=3.1110585031779783,,,,,,,,,,,,
D,3906.703142,T,5913,cBag=3.12586823142194,,,,,,,,,,,,
D,3973.068645,T,5293,cBag=2.800182574358282,,,,,,,,,,,,
D,3931.294715,T,5414,cBag=3.0548104703805645,,,,,,,,,,,,
D,3995.378073,T,5197,cBag=2.7880199666595895,,,,,,,,,,,,
D,3973.758209,T,5222,cBag=2.789831166006778,,,,,,,,,,,,
D,3935.282917,T,5689,cBag=2.855005939380793,,,,,,,,,,,,
D,3931.280454,T,5569,cBag=3.0775365199033433,,,,,,,,,,,,
D,3949.485776,T,5312,cBag=2.800945627452519,,,,,,,,,,,,
D,4032.073513,T,5039,cBag=3.3691734611508233,,,,,,,,,,,,
D,3931.639795,T,5253,cBag=3.0312330322831906,,,,,,,,,,,,
D,4181.576261,T,5022,cBag=4.822319957863527,,,,,,,,,,,,
D,4047.108428,T,5159,cBag=2.786885400370076,,,,,,,,,,,,
D,4289.731358,T,4732,cBag=4.668840592999401,,,,,,,,,,,,
D,3714.640639,T,5684,cBag=3.4365197615272964,,,,,,,,,,,,
D,3747.802856,T,5652,cBag=3.314437634976363,,,,,,,,,,,,
D,3873.192299,T,5228,cBag=3.98443071770144,,,,,,,,,,,,
D,3917.822932,T,5383,cBag=3.2895786532987445,,,,,,,,,,,,
D,4012.933118,T,5054,cBag=4.812546315807018,,,,,,,,,,,,
D,3694.439183,T,5989,cBag=3.239039138143069,,,,,,,,,,,,
D,3797.433833,T,5453,cBag=3.7704543683708374,,,,,,,,,,,,
D,3811.108754,T,5330,cBag=3.994061381350075,,,,,,,,,,,,
D,3988.573418,T,5104,cBag=5.058257397249609,,,,,,,,,,,,
D,4011.257087,T,5095,cBag=5.058883489124099,,,,,,,,,,,,
D,3691.7252,T,5947,cBag=3.5933517950048497,,,,,,,,,,,,
D,3731.516937,T,5605,cBag=3.6668529923784203,,,,,,,,,,,,
D,3905.824716,T,5414,cBag=3.8942679558569915,,,,,,,,,,,,
D,3719.547634,T,5879,cBag=3.3452984407764377,,,,,,,,,,,,
D,3732.261581,T,5677,cBag=3.3167702382432847,,,,,,,,,,,,
D,3807.110989,T,5490,cBag=3.1755366464036086,,,,,,,,,,,,
D,3698.603016,T,5707,cBag=3.4385165343340125,,,,,,,,,,,,
D,3741.823571,T,5678,cBag=3.1975024617659593,,,,,,,,,,,,
D,3721.078504,T,5695,cBag=3.198215678120281,,,,,,,,,,,,
D,3630.253215,T,6119,cBag=3.372829637940022,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,3,P-n101-k4.vrp,n,52,obj0Min,4956.765226,obj0Max,6477.430405,obj1Min,6544,obj1Max,10238,obj2Min,3.862368762,obj2Max,7.990700435
D,5283.528971,T,8575,cBag=5.087224204138437,,,,,,,,,,,,
D,5137.223281,T,9400,cBag=4.626238082225207,,,,,,,,,,,,
D,5185.133406,T,8916,cBag=4.451207550385036,,,,,,,,,,,,
D,5141.074109,T,9214,cBag=4.488549842797279,,,,,,,,,,,,
D,6002.066335,T,7236,cBag=7.7732796715962,,,,,,,,,,,,
D,6113.575457,T,6683,cBag=7.706370595649028,,,,,,,,,,,,
D,6031.67068,T,7116,cBag=7.871677276789203,,,,,,,,,,,,
D,6024.284056,T,7168,cBag=7.990700435218836,,,,,,,,,,,,
D,6112.232,T,6941,cBag=7.854136587127872,,,,,,,,,,,,
D,6132.370481,T,6544,cBag=7.6888116229848045,,,,,,,,,,,,
D,5184.04871,T,8581,cBag=4.742615705790409,,,,,,,,,,,,
D,5229.164564,T,9134,cBag=4.259679186567874,,,,,,,,,,,,
D,5282.463291,T,9013,cBag=4.359841018522914,,,,,,,,,,,,
D,5568.227611,T,8807,cBag=3.9045834228461342,,,,,,,,,,,,
D,6345.402085,T,7044,cBag=7.662011004083243,,,,,,,,,,,,
D,5586.849081,T,7808,cBag=4.331454967391751,,,,,,,,,,,,
D,6027.678365,T,7215,cBag=6.422660060867294,,,,,,,,,,,,
D,6053.307448,T,7069,cBag=6.404689280780338,,,,,,,,,,,,
D,5579.522801,T,8177,cBag=3.931552927102991,,,,,,,,,,,,
D,5912.717492,T,7339,cBag=5.530581582037007,,,,,,,,,,,,
D,5687.217392,T,7674,cBag=4.433610723473415,,,,,,,,,,,,
D,4961.016552,T,10238,cBag=4.389601465392627,,,,,,,,,,,,
D,4956.765226,T,10134,cBag=4.487477044863426,,,,,,,,,,,,
D,5016.09728,T,9803,cBag=4.896765008035728,,,,,,,,,,,,
D,5037.266023,T,10059,cBag=4.708614626016017,,,,,,,,,,,,
D,5412.437157,T,7999,cBag=4.343659223168036,,,,,,,,,,,,
D,5483.907013,T,8064,cBag=4.133345075834837,,,,,,,,,,,,
D,5390.489493,T,8288,cBag=3.931609925035031,,,,,,,,,,,,
D,5649.534758,T,7459,cBag=5.86337144490295,,,,,,,,,,,,
D,5299.902797,T,8292,cBag=3.9248893191253633,,,,,,,,,,,,
D,5287.463544,T,8630,cBag=4.307704550481651,,,,,,,,,,,,
D,5391.480205,T,8224,cBag=4.03539313030214,,,,,,,,,,,,
D,5288.759949,T,8266,cBag=4.032911463679996,,,,,,,,,,,,
D,5439.429209,T,8215,cBag=4.038006321988109,,,,,,,,,,,,
D,5377.038226,T,8170,cBag=4.13930965189852,,,,,,,,,,,,
D,5539.713855,T,7962,cBag=4.91121160567622,,,,,,,,,,,,
D,5544.180747,T,7863,cBag=4.897989813029708,,,,,,,,,,,,
D,5573.714745,T,7784,cBag=5.002005915771516,,,,,,,,,,,,
D,5591.481073,T,7606,cBag=5.091497452351597,,,,,,,,,,,,
D,5645.874525,T,7485,cBag=5.191747132683376,,,,,,,,,,,,
D,5789.97854,T,7432,cBag=5.983420774485257,,,,,,,,,,,,
D,6007.855519,T,7222,cBag=5.972098145180874,,,,,,,,,,,,
D,5910.68445,T,7372,cBag=7.334670837196501,,,,,,,,,,,,
D,6134.184656,T,7382,cBag=4.991837863329959,,,,,,,,,,,,
D,6051.98703,T,8461,cBag=3.895941346052007,,,,,,,,,,,,
D,6075.480934,T,8054,cBag=4.066962461748791,,,,,,,,,,,,
D,6171.184519,T,7850,cBag=4.271624546437925,,,,,,,,,,,,
D,6068.86089,T,8092,cBag=3.9591609905095533,,,,,,,,,,,,
D,6136.834824,T,7552,cBag=4.677921587363895,,,,,,,,,,,,
D,6163.696023,T,7514,cBag=4.787347348863651,,,,,,,,,,,,
D,6059.262004,T,8212,cBag=3.8623687616602873,,,,,,,,,,,,
D,6477.430405,T,7052,cBag=7.3362547032862455,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n32-k5.vrp,n,13,obj0Min,2581.605536,obj0Max,3194.162972,obj1Min,2532,obj1Max,3784,obj2Min,4.946626994,obj2Max,6.182555726
D,3025.355696,T,2631,cBag=4.94674784494678,,,,,,,,,,,,
D,2975.596525,T,2719,cBag=5.375475105864875,,,,,,,,,,,,
D,2967.716092,T,2722,cBag=5.3746897141664745,,,,,,,,,,,,
D,2698.296153,T,3494,cBag=5.674391829123034,,,,,,,,,,,,
D,2696.328154,T,3532,cBag=5.692366814657082,,,,,,,,,,,,
D,2699.732432,T,3406,cBag=5.631874864761196,,,,,,,,,,,,
D,2665.621722,T,3668,cBag=5.3499457107701405,,,,,,,,,,,,
D,2581.605536,T,3784,cBag=6.182555726048875,,,,,,,,,,,,
D,2681.474976,T,3428,cBag=6.037396517432707,,,,,,,,,,,,
D,2589.259972,T,3613,cBag=5.701325406733298,,,,,,,,,,,,
D,2649.55297,T,3608,cBag=5.716091945033712,,,,,,,,,,,,
D,2724.582342,T,3215,cBag=5.1457954488050435,,,,,,,,,,,,
D,3194.162972,T,2532,cBag=4.946626994377216,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n33-k5.vrp,n,24,obj0Min,1882.036865,obj0Max,2667.495301,obj1Min,2226,obj1Max,3116,obj2Min,4.064594704,obj2Max,5.680466744
D,2005.200368,T,2795,cBag=4.353382159307696,,,,,,,,,,,,
D,1977.357558,T,2868,cBag=4.378813529841586,,,,,,,,,,,,
D,1882.036865,T,3116,cBag=4.097305634873524,,,,,,,,,,,,
D,2131.617974,T,2565,cBag=4.6511195132882905,,,,,,,,,,,,
D,1925.212682,T,3077,cBag=4.45885624170223,,,,,,,,,,,,
D,2169.653301,T,2499,cBag=5.366926987077764,,,,,,,,,,,,
D,1985.05906,T,2839,cBag=5.103255403538255,,,,,,,,,,,,
D,1946.419808,T,3076,cBag=4.096258111066102,,,,,,,,,,,,
D,1969.174482,T,2941,cBag=4.409402274502848,,,,,,,,,,,,
D,2198.508976,T,2539,cBag=4.657007960140423,,,,,,,,,,,,
D,2088.967847,T,2922,cBag=4.064594704291845,,,,,,,,,,,,
D,2042.624179,T,2699,cBag=4.320150289200293,,,,,,,,,,,,
D,2122.987719,T,2570,cBag=4.283384670681907,,,,,,,,,,,,
D,2109.957199,T,2584,cBag=4.653957381820309,,,,,,,,,,,,
D,2112.396312,T,2511,cBag=4.989574817390072,,,,,,,,,,,,
D,2667.495301,T,2346,cBag=5.428916928812828,,,,,,,,,,,,
D,2530.974459,T,2369,cBag=5.40341706658883,,,,,,,,,,,,
D,2429.813401,T,2226,cBag=5.680466744280816,,,,,,,,,,,,
D,2486.374315,T,2370,cBag=5.024452454806438,,,,,,,,,,,,
D,1947.968663,T,2973,cBag=4.418189088657184,,,,,,,,,,,,
D,1932.890982,T,2990,cBag=4.789570055822733,,,,,,,,,,,,
D,1950.409297,T,2858,cBag=4.734972842496376,,,,,,,,,,,,
D,1945.857882,T,2892,cBag=5.116738502655918,,,,,,,,,,,,
D,1945.355818,T,2915,cBag=4.759207692114509,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n33-k6.vrp,n,20,obj0Min,2028.428203,obj0Max,2622.406893,obj1Min,2100,obj1Max,3726,obj2Min,3.600207345,obj2Max,5.592650449
D,2569.434982,T,2145,cBag=5.592650449062505,,,,,,,,,,,,
D,2028.428203,T,3726,cBag=4.847552864536826,,,,,,,,,,,,
D,2044.682658,T,3693,cBag=5.1420108521546135,,,,,,,,,,,,
D,2049.730385,T,3642,cBag=5.124248530624144,,,,,,,,,,,,
D,2152.897856,T,3145,cBag=4.356541680523961,,,,,,,,,,,,
D,2351.3861,T,2623,cBag=3.6002073451994767,,,,,,,,,,,,
D,2413.324441,T,2607,cBag=3.6076875407505113,,,,,,,,,,,,
D,2622.406893,T,2100,cBag=5.28432829293195,,,,,,,,,,,,
D,2257.680269,T,2624,cBag=4.7928809453408014,,,,,,,,,,,,
D,2074.641344,T,3191,cBag=3.7503383313482344,,,,,,,,,,,,
D,2251.856839,T,2702,cBag=4.2141723662906605,,,,,,,,,,,,
D,2241.896989,T,2705,cBag=3.9099851158857484,,,,,,,,,,,,
D,2308.469515,T,2307,cBag=3.777247565987568,,,,,,,,,,,,
D,2413.513393,T,2229,cBag=4.074271842809051,,,,,,,,,,,,
D,2413.792593,T,2179,cBag=4.055847935955046,,,,,,,,,,,,
D,2106.459513,T,3185,cBag=4.058143739339537,,,,,,,,,,,,
D,2275.61524,T,2414,cBag=4.1128410039258645,,,,,,,,,,,,
D,2369.678293,T,2169,cBag=4.345752976537581,,,,,,,,,,,,
D,2237.765016,T,3054,cBag=4.644396500648062,,,,,,,,,,,,
D,2219.522289,T,2942,cBag=4.902188738947713,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n34-k5.vrp,n,11,obj0Min,2507.886085,obj0Max,3351.499883,obj1Min,2625,obj1Max,3578,obj2Min,4.686138908,obj2Max,5.915490188
D,2798.494851,T,3401,cBag=4.686138907726982,,,,,,,,,,,,
D,2570.469401,T,3327,cBag=4.952488956338976,,,,,,,,,,,,
D,2541.534896,T,3547,cBag=5.04078170170044,,,,,,,,,,,,
D,2507.886085,T,3578,cBag=5.4022231999978905,,,,,,,,,,,,
D,2736.729391,T,3136,cBag=4.91173334519431,,,,,,,,,,,,
D,2853.425609,T,2649,cBag=5.086197383039827,,,,,,,,,,,,
D,2802.172299,T,3028,cBag=5.237943823752501,,,,,,,,,,,,
D,3031.980352,T,2648,cBag=5.844221089438834,,,,,,,,,,,,
D,2675.527021,T,3257,cBag=5.305297090042391,,,,,,,,,,,,
D,2743.422946,T,2950,cBag=5.545609749406171,,,,,,,,,,,,
D,3351.499883,T,2625,cBag=5.915490187572519,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n36-k5.vrp,n,15,obj0Min,2884.799869,obj0Max,3738.608208,obj1Min,3013,obj1Max,4319,obj2Min,5.040057409,obj2Max,7.342678916
D,2939.037346,T,3850,cBag=5.85942843768508,,,,,,,,,,,,
D,2884.799869,T,4319,cBag=5.686247929159936,,,,,,,,,,,,
D,2914.538809,T,4158,cBag=5.621269322624083,,,,,,,,,,,,
D,3178.325479,T,3708,cBag=7.342678916388624,,,,,,,,,,,,
D,3013.794699,T,4046,cBag=5.596864207652701,,,,,,,,,,,,
D,3185.625022,T,3881,cBag=5.567688071551692,,,,,,,,,,,,
D,3080.481158,T,3921,cBag=5.18691469560041,,,,,,,,,,,,
D,3250.473288,T,3497,cBag=5.040057408832076,,,,,,,,,,,,
D,3292.044775,T,3464,cBag=5.407170223367122,,,,,,,,,,,,
D,3192.195684,T,3769,cBag=5.147707907350919,,,,,,,,,,,,
D,3192.379223,T,3626,cBag=6.196172780683111,,,,,,,,,,,,
D,3738.608208,T,3383,cBag=5.859767331184131,,,,,,,,,,,,
D,3345.069392,T,3013,cBag=6.701296649095996,,,,,,,,,,,,
D,3320.505751,T,3304,cBag=6.455427993021731,,,,,,,,,,,,
D,3562.892772,T,3148,cBag=6.0779603038564884,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n37-k5.vrp,n,12,obj0Min,2364.492496,obj0Max,2754.841643,obj1Min,2531,obj1Max,4724,obj2Min,4.724119097,obj2Max,7.775967977
D,2364.492496,T,4724,cBag=7.433527326975083,,,,,,,,,,,,
D,2444.757771,T,3717,cBag=7.36470923626245,,,,,,,,,,,,
D,2442.451836,T,4240,cBag=6.815152001863274,,,,,,,,,,,,
D,2460.798503,T,3632,cBag=6.5216546064575205,,,,,,,,,,,,
D,2396.743305,T,4582,cBag=7.775967976991566,,,,,,,,,,,,
D,2480.174231,T,3599,cBag=6.108059914073354,,,,,,,,,,,,
D,2480.16257,T,3554,cBag=7.294788748754269,,,,,,,,,,,,
D,2754.841643,T,3082,cBag=4.724119096511798,,,,,,,,,,,,
D,2481.913086,T,3258,cBag=6.343940616853612,,,,,,,,,,,,
D,2524.076284,T,2997,cBag=5.018960504297766,,,,,,,,,,,,
D,2497.975429,T,2557,cBag=5.601137899611452,,,,,,,,,,,,
D,2553.571003,T,2531,cBag=6.813188715986114,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n37-k6.vrp,n,15,obj0Min,2929.737582,obj0Max,3586.211847,obj1Min,3236,obj1Max,4209,obj2Min,4.337299274,obj2Max,7.334642423
D,3158.216974,T,3610,cBag=4.504405940184764,,,,,,,,,,,,
D,2929.737582,T,3649,cBag=5.33434964397003,,,,,,,,,,,,
D,3010.701152,T,3833,cBag=4.84009128919474,,,,,,,,,,,,
D,3407.524991,T,3835,cBag=4.346807761217739,,,,,,,,,,,,
D,3491.592243,T,3786,cBag=4.346870688487025,,,,,,,,,,,,
D,3064.596142,T,4209,cBag=4.407645173081841,,,,,,,,,,,,
D,3097.953729,T,3989,cBag=4.337299274206689,,,,,,,,,,,,
D,3076.593603,T,4151,cBag=4.677476230847942,,,,,,,,,,,,
D,3117.877447,T,3932,cBag=4.609108177735796,,,,,,,,,,,,
D,3371.005298,T,3272,cBag=5.2926449470995065,,,,,,,,,,,,
D,3542.52411,T,3254,cBag=5.896974247153103,,,,,,,,,,,,
D,3224.301952,T,3294,cBag=4.694812856864942,,,,,,,,,,,,
D,3163.321366,T,3383,cBag=5.288962455767751,,,,,,,,,,,,
D,3567.061378,T,3237,cBag=7.334642423114956,,,,,,,,,,,,
D,3586.211847,T,3236,cBag=6.1873452387377785,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n38-k5.vrp,n,31,obj0Min,2607.627294,obj0Max,4015.995837,obj1Min,3019,obj1Max,4897,obj2Min,5.073346959,obj2Max,9.246209097
D,2689.930742,T,4897,cBag=5.759089182641794,,,,,,,,,,,,
D,2682.187662,T,4722,cBag=6.025396998865174,,,,,,,,,,,,
D,2607.627294,T,4248,cBag=6.492083978028948,,,,,,,,,,,,
D,2703.626725,T,4837,cBag=5.73747261302863,,,,,,,,,,,,
D,2873.055331,T,3747,cBag=5.666418864389992,,,,,,,,,,,,
D,3112.97216,T,3545,cBag=5.6407853279274205,,,,,,,,,,,,
D,3279.956477,T,3116,cBag=5.503024756393012,,,,,,,,,,,,
D,3163.843514,T,3517,cBag=5.641517029495137,,,,,,,,,,,,
D,2975.588138,T,3567,cBag=5.27555886110171,,,,,,,,,,,,
D,3030.543425,T,3374,cBag=5.8905895648594875,,,,,,,,,,,,
D,2679.943894,T,4890,cBag=6.094705687257608,,,,,,,,,,,,
D,2876.500233,T,3642,cBag=5.623597769885956,,,,,,,,,,,,
D,3203.664442,T,3321,cBag=5.569706319652083,,,,,,,,,,,,
D,3273.631922,T,3138,cBag=5.169677619236091,,,,,,,,,,,,
D,4015.995837,T,3019,cBag=8.710335785643203,,,,,,,,,,,,
D,3389.970732,T,3034,cBag=9.246209097041316,,,,,,,,,,,,
D,2774.901086,T,4325,cBag=5.882876147680349,,,,,,,,,,,,
D,2685.369884,T,4114,cBag=6.11432074098417,,,,,,,,,,,,
D,2655.449939,T,3784,cBag=6.3107851202845575,,,,,,,,,,,,
D,2883.769258,T,3470,cBag=8.281498967066755,,,,,,,,,,,,
D,3177.748547,T,3070,cBag=6.14094923070764,,,,,,,,,,,,
D,3253.874691,T,3049,cBag=6.150734592213834,,,,,,,,,,,,
D,3044.251056,T,3129,cBag=6.133009092673913,,,,,,,,,,,,
D,2680.858841,T,3504,cBag=6.541497888646828,,,,,,,,,,,,
D,2807.104652,T,3501,cBag=7.252871609741479,,,,,,,,,,,,
D,2709.802421,T,3590,cBag=5.902384372673944,,,,,,,,,,,,
D,2667.085401,T,3735,cBag=6.63419748839059,,,,,,,,,,,,
D,2851.624515,T,3924,cBag=5.7348026366608345,,,,,,,,,,,,
D,3173.076646,T,3562,cBag=5.321517604030118,,,,,,,,,,,,
D,3377.864784,T,3745,cBag=5.106466070231703,,,,,,,,,,,,
D,3487.862284,T,3601,cBag=5.073346958969838,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n39-k5.vrp,n,10,obj0Min,2661.341282,obj0Max,3384.694139,obj1Min,3224,obj1Max,3905,obj2Min,4.979808872,obj2Max,8.036201926
D,3384.694139,T,3287,cBag=4.979808872139359,,,,,,,,,,,,
D,3280.061647,T,3229,cBag=5.274878342437815,,,,,,,,,,,,
D,3232.494266,T,3278,cBag=5.629056482246911,,,,,,,,,,,,
D,3069.949461,T,3228,cBag=5.913229656797178,,,,,,,,,,,,
D,3193.655948,T,3399,cBag=5.670437359756388,,,,,,,,,,,,
D,2766.837493,T,3402,cBag=5.221305235058783,,,,,,,,,,,,
D,2661.341282,T,3773,cBag=6.042056694655738,,,,,,,,,,,,
D,2743.430805,T,3784,cBag=5.721645061398049,,,,,,,,,,,,
D,2707.363462,T,3905,cBag=5.76370847373497,,,,,,,,,,,,
D,3285.435168,T,3224,cBag=8.03620192554091,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n39-k6.vrp,n,17,obj0Min,2903.745529,obj0Max,4168.150291,obj1Min,2952,obj1Max,4777,obj2Min,4.887732542,obj2Max,8.597098069
D,3399.527566,T,3453,cBag=6.122328374922365,,,,,,,,,,,,
D,2911.187933,T,4777,cBag=6.517127353871965,,,,,,,,,,,,
D,3374.905395,T,3554,cBag=6.155254622118008,,,,,,,,,,,,
D,3197.918554,T,3575,cBag=5.500297473059998,,,,,,,,,,,,
D,2903.745529,T,4660,cBag=6.782772294425532,,,,,,,,,,,,
D,2922.886171,T,4738,cBag=6.504900536104891,,,,,,,,,,,,
D,2978.63153,T,4595,cBag=6.462927545571001,,,,,,,,,,,,
D,2978.14525,T,4700,cBag=6.190956262879062,,,,,,,,,,,,
D,4168.150291,T,2952,cBag=8.597098068606277,,,,,,,,,,,,
D,3431.149326,T,3063,cBag=5.3574989945218485,,,,,,,,,,,,
D,3294.884144,T,3523,cBag=6.749242290662882,,,,,,,,,,,,
D,3043.655418,T,3790,cBag=4.924159094907404,,,,,,,,,,,,
D,3038.889249,T,4027,cBag=5.636787152236347,,,,,,,,,,,,
D,3202.968522,T,3601,cBag=4.887732541871277,,,,,,,,,,,,
D,3126.557435,T,3687,cBag=4.903435779286422,,,,,,,,,,,,
D,3404.916269,T,3368,cBag=5.155846394350174,,,,,,,,,,,,
D,3019.425901,T,4248,cBag=6.340062415257092,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,2,A-n44-k7.vrp,n,17,obj0Min,3344.225968,obj0Max,4774.359605,obj1Min,3445,obj1Max,4571,obj2Min,5.08941055,obj2Max,9.094035217
